_id,background,name,plat_id,wdzj_plat_id,status,finished
6415,,儒源财富,6415,6415,停业,1
6420,,万石金融网,6420,6420,停业,1
6425,,中金盛捷,6425,6425,停业,1
6426,,云保理,6426,6426,停业,1
6427,,亿通贷,6427,6427,停业,1
6428,,众安银票,6428,6428,停业,1
6449,,雄州金融,6449,6449,停业,1
6450,,众投宝,6450,6450,停业,1
6452,,银洽财富,6452,6452,停业,1
2149,,新沃金融,2149,2149,转型,1
3728,,融魔方,3728,3728,转型,1
3742,,爱蚂蚁,3742,3742,停业,1
4589,,钱脉堡,4589,4589,停业,1
4868,,念念金融,4868,4868,停业,1
2092,,苏银财富,2092,2092,停业,1
1031,,塞上贷,1031,1031,停业,1
1085,,通金贷,1085,1085,停业,1
1173,,吉强贷,1173,1173,停业,1
1185,,微投天下,1185,1185,停业,1
1430,,桂银联,1430,1430,停业,1
1526,,丰盛金,1526,1526,停业,1
1551,,家园贷（湘）,1551,1551,停业,1
1772,,天下通,1772,1772,停业,1
1777,,金财富,1777,1777,停业,1
1827,,富桥金融,1827,1827,停业,1
2091,,民泰财富,2091,2091,停业,1
2500,,惠融投资,2500,2500,停业,1
2725,,添添投,2725,2725,停业,1
2765,,中富国帮,2765,2765,停业,1
3019,,融利贷,3019,3019,停业,1
3700,,岱宗会,3700,3700,停业,1
3961,,启迪金,3961,3961,停业,1
4033,,任我贷,4033,4033,停业,1
4366,,黄经贷,4366,4366,停业,1
4411,,小虾理财,4411,4411,停业,1
4692,,贝贝创投,4692,4692,停业,1
4735,,中融金服,4735,4735,停业,1
4758,,融微金融,4758,4758,停业,1
4879,,点投网,4879,4879,停业,1
4984,,金贸街,4984,4984,停业,1
5011,,鼎兴财富,5011,5011,停业,1
5360,,花瓣金融,5360,5360,停业,1
5442,,弘道财富,5442,5442,停业,1
5612,,时风港,5612,5612,停业,1
6357,,鼎鲁班,6357,6357,停业,1
6358,,黔业金融,6358,6358,停业,1
6360,,金鲤在线,6360,6360,停业,1
6363,,优微贷,6363,6363,停业,1
6366,,惠金金服,6366,6366,停业,1
6377,,德旺鑫,6377,6377,停业,1
6385,,隆祥金融,6385,6385,停业,1
6386,,满满金服,6386,6386,停业,1
6389,,手拉手金融,6389,6389,停业,1
6390,,小米e贷,6390,6390,停业,1
6400,,小微聚投,6400,6400,停业,1
6401,,铅笔小鑫,6401,6401,停业,1
6402,,四联财富,6402,6402,停业,1
6403,,万得贷,6403,6403,停业,1
6404,,网通网贷,6404,6404,停业,1
538,,88财富网,538,538,转型,1
1080,,投资啦,1080,1080,转型,1
1823,,龙宝斋,1823,1823,转型,1
4780,,粤科金服,4780,4780,转型,1
6226,,众悦普惠,6226,6226,转型,1
4607,,联合金融,4607,4607,停业,1
886,,骑士贷,886,886,停业,1
6233,,金品创投,6233,6233,停业,1
6321,,景腾金融,6321,6321,停业,1
762,,天脉投资,762,762,停业,1
542,,北城贷,542,542,停业,1
684,,互联贷,684,684,停业,1
970,,756金融网,970,970,停业,1
1057,,家家聚财,1057,1057,停业,1
1186,,百年贷,1186,1186,停业,1
1463,,融金汇,1463,1463,停业,1
1557,,安平贷,1557,1557,停业,1
1810,,丰收贷理财,1810,1810,停业,1
1858,,银鑫源,1858,1858,停业,1
1892,,潞商e贷,1892,1892,停业,1
1931,,玖信贷,1931,1931,停业,1
1980,,亿诺信投,1980,1980,停业,1
2166,,E湘资本,2166,2166,停业,1
2215,,宝沃金融,2215,2215,停业,1
2393,,全资本,2393,2393,停业,1
2604,,板桥贷,2604,2604,停业,1
2882,,e路财富,2882,2882,停业,1
3107,,润合金融,3107,3107,停业,1
3863,,本倍财富,3863,3863,停业,1
4030,,海汇网贷,4030,4030,停业,1
4135,,八融宝,4135,4135,停业,1
4191,,千百亿金融,4191,4191,停业,1
4254,,穿山甲金服,4254,4254,停业,1
4397,,宝利源,4397,4397,停业,1
4579,,非常易贷,4579,4579,停业,1
4952,,好享投,4952,4952,停业,1
5049,,百年e贷,5049,5049,停业,1
5126,,e投贷,5126,5126,停业,1
5152,,3000财富,5152,5152,停业,1
5226,,大业贷,5226,5226,停业,1
5272,,17聚财,5272,5272,停业,1
5447,,随心金融,5447,5447,停业,1
5742,,盛益贷,5742,5742,停业,1
6345,,创跃财富,6345,6345,停业,1
6346,,金亿投资,6346,6346,停业,1
347,,同诚信,347,347,转型,1
6267,,时代财富,6267,6267,转型,1
6349,,黑蚁在线,6349,6349,转型,1
121,,云贷网,121,121,停业,1
1939,,厚铺街,1939,1939,停业,1
2358,,牛气贷,2358,2358,停业,1
3610,,财帮易贷,3610,3610,停业,1
3611,,一元网,3611,3611,停业,1
3648,,365创投,3648,3648,停业,1
4149,,联诺财富,4149,4149,停业,1
4568,,中融恒信,4568,4568,停业,1
5208,,路路通,5208,5208,停业,1
6247,,卡融网,6247,6247,停业,1
6308,,金拍当,6308,6308,停业,1
6313,,富爸爸金融,6313,6313,停业,1
6314,,联合众创,6314,6314,停业,1
4255,,小苏帮客,4255,4255,停业,1
3566,,多利宝,3566,3566,停业,1
7031,,海湾金服,7031,7031,停业,1
2446,,合信,2446,2446,停业,1
5606,,荣信汇,5606,5606,停业,1
5103,,唯存信理财,5103,5103,停业,1
606,,奕诚金融,606,606,停业,1
1573,,龙江易贷,1573,1573,停业,1
1699,,易小贷,1699,1699,停业,1
2101,,米牛网,2101,2101,停业,1
4415,,淘金聚宝,4415,4415,停业,1
5135,,便捷惠通,5135,5135,停业,1
5302,,优舸普惠,5302,5302,停业,1
5399,,满元金富,5399,5399,停业,1
5476,,乾东宝,5476,5476,停业,1
5552,,果投金融,5552,5552,停业,1
6215,,涌金所,6215,6215,停业,1
6309,,尚峨金融,6309,6309,停业,1
6311,,e路贷,6311,6311,停业,1
6312,,程诺金服,6312,6312,停业,1
6315,,来财宝,6315,6315,停业,1
6316,,易融通,6316,6316,停业,1
6317,,招财e贷,6317,6317,停业,1
2515,,遇财网,2515,2515,转型,1
2686,,珠宝盒子,2686,2686,转型,1
6278,,汇安金服,6278,6278,停业,1
2155,,网交所,2155,2155,停业,1
5511,,八哥理财,5511,5511,停业,1
587,,贷贷平安,587,587,停业,1
1538,,智富大管家,1538,1538,停业,1
4760,,钱斗贷,4760,4760,停业,1
6224,,易融财富,6224,6224,停业,1
6277,,钱櫃网,6277,6277,停业,1
42,,乐融巴巴,42,42,停业,1
598,,添惠贷,598,598,停业,1
621,,汇富宝,621,621,停业,1
669,,量子贷,669,669,停业,1
736,,红云创投,736,736,停业,1
1127,,安企金融,1127,1127,停业,1
1263,,钱江通,1263,1263,停业,1
1288,,放心e贷,1288,1288,停业,1
1315,,财富保姆,1315,1315,停业,1
1365,,易友贷,1365,1365,停业,1
1380,,大丰号,1380,1380,停业,1
1431,,52金融,1431,1431,停业,1
1455,,金钱橘,1455,1455,停业,1
1512,,亿人惠富,1512,1512,停业,1
1540,,德得宝,1540,1540,停业,1
1697,,聚福鑫,1697,1697,停业,1
1798,,融圆财富,1798,1798,停业,1
2024,,爱银承,2024,2024,停业,1
2221,,金鞍理财,2221,2221,停业,1
2542,,仓鼠金融,2542,2542,停业,1
2576,,牛鼎网,2576,2576,停业,1
2609,,楚财友道,2609,2609,停业,1
2616,,旭景通,2616,2616,停业,1
2712,,互投金融,2712,2712,停业,1
2717,,360易贷,2717,2717,停业,1
2761,,医疗贷,2761,2761,停业,1
2850,,湛利金融,2850,2850,停业,1
3021,,医融网,3021,3021,停业,1
3171,,巧巧财富,3171,3171,停业,1
3409,,汇票通,3409,3409,停业,1
3608,,民航易融,3608,3608,停业,1
3657,,六六贷,3657,3657,停业,1
3856,,冀银理财,3856,3856,停业,1
3895,,建设金服,3895,3895,停业,1
3932,,安广融合,3932,3932,停业,1
3933,,甬红财富,3933,3933,停业,1
4163,,牛津所,4163,4163,停业,1
4186,,徽常易贷,4186,4186,停业,1
4253,,货车易贷,4253,4253,停业,1
4316,,云时代,4316,4316,停业,1
4391,,互汇盈,4391,4391,停业,1
4465,,如愿创投,4465,4465,停业,1
4491,,九福口袋,4491,4491,停业,1
4523,,55财富,4523,4523,停业,1
4716,,众石金融,4716,4716,停业,1
4870,,金融巷,4870,4870,停业,1
4953,,龙锰财富,4953,4953,停业,1
4963,,聚鑫贷（渝）,4963,4963,停业,1
4966,,滨泰资本,4966,4966,停业,1
4983,,普荣信贷,4983,4983,停业,1
5026,,光谷惠众,5026,5026,停业,1
5350,,红利金服,5350,5350,停业,1
5468,,腾云金融,5468,5468,停业,1
6260,,晶英财富,6260,6260,停业,1
6261,,趣投金融,6261,6261,停业,1
6263,,星光金融,6263,6263,停业,1
6264,,恒亨金服,6264,6264,停业,1
6265,,易微信用,6265,6265,停业,1
6266,,茂业金服,6266,6266,停业,1
6268,,尽情贷,6268,6268,停业,1
6269,,众储联,6269,6269,停业,1
6275,,贷发发,6275,6275,停业,1
6276,,沃普惠,6276,6276,停业,1
6320,,搜货金服,6320,6320,停业,1
4502,,七安贷,4502,4502,转型,1
3381,,大白金融,3381,3381,停业,1
4026,,天使贷,4026,4026,停业,1
5741,,多么高,5741,5741,停业,1
5743,,南瓜金融,5743,5743,停业,1
6122,,酒好贷,6122,6122,停业,1
5746,,金富汇,5746,5746,停业,1
5749,,金融家在线,5749,5749,停业,1
5751,,泗海在线,5751,5751,停业,1
4925,,惠民金融,4925,4925,停业,1
3592,,富瑞通,3592,3592,转型,1
1738,,来鑫财富,1738,1738,停业,1
5041,,众立信,5041,5041,停业,1
1386,,深贷通,1386,1386,停业,1
5756,,齐鑫投,5756,5756,停业,1
5150,,均金贷,5150,5150,停业,1
6047,,商鼎投资,6047,6047,停业,1
3810,,泓然资本,3810,3810,停业,1
4296,,亿车贷,4296,4296,停业,1
5945,,融易发财富,5945,5945,停业,1
5998,,融金信投资,5998,5998,停业,1
2420,,中原贷宝,2420,2420,停业,1
3801,,魔方贷,3801,3801,停业,1
1015,,银联网贷,1015,1015,停业,1
5676,,大象在线,5676,5676,停业,1
785,,小优贷,785,785,停业,1
4265,,天天乐贷,4265,4265,停业,1
3311,,股信网,3311,3311,停业,1
5738,,奥蒙金融,5738,5738,停业,1
6205,,京津信贷,6205,6205,停业,1
3976,,心愿贷,3976,3976,停业,1
4115,,汉融网,4115,4115,停业,1
4220,,丰汇财富,4220,4220,停业,1
5740,,沙平理财,5740,5740,停业,1
3417,,智汇贷,3417,3417,停业,1
3894,,e贷e禄,3894,3894,停业,1
182,,钱来钱网,182,182,停业,1
573,,票号网,573,573,停业,1
956,,张贯李贷,956,956,停业,1
6201,,明珠e贷,6201,6201,停业,1
1965,,奕盈贷,1965,1965,停业,1
5639,,人祖金融,5639,5639,停业,1
3382,,哈哈金服,3382,3382,停业,1
4694,,爱尚投资,4694,4694,停业,1
5745,,顺财网,5745,5745,停业,1
5753,,昌益财富,5753,5753,停业,1
534,,金钥匙,534,534,停业,1
1775,,爱互融,1775,1775,停业,1
1499,,创亿财富,1499,1499,停业,1
1729,,天科财富,1729,1729,停业,1
5452,,迅银,5452,5452,停业,1
959,,骏翼贷,959,959,停业,1
1021,,人人富,1021,1021,停业,1
1502,,中唐财富,1502,1502,停业,1
1820,,鑫石贷,1820,1820,停业,1
3377,,四海全球,3377,3377,停业,1
3814,,中合贷,3814,3814,停业,1
4028,,叶子金服,4028,4028,停业,1
4098,,保理贷,4098,4098,停业,1
4655,,梧桐金服,4655,4655,停业,1
4959,,冠亿金融,4959,4959,停业,1
4985,,康玺在线,4985,4985,停业,1
5082,,苏商贷,5082,5082,停业,1
5192,,天齐金服,5192,5192,停业,1
5241,,黄色蒲公英,5241,5241,停业,1
5330,,JFCC网聚天下,5330,5330,停业,1
5420,,天祺资本,5420,5420,停业,1
5739,,邦正投资,5739,5739,停业,1
5744,,东创投资,5744,5744,停业,1
5747,,算盘贷,5747,5747,停业,1
5752,,玖玖理财,5752,5752,停业,1
6213,,银达贷,6213,6213,停业,1
670,,永银贷,670,670,停业,1
2048,,特付贷,2048,2048,停业,1
4289,,好财运网贷,4289,4289,停业,1
5317,,盐商贷,5317,5317,停业,1
5336,,天下钱庄,5336,5336,停业,1
5494,,金牛易贷,5494,5494,停业,1
5499,,认合财富,5499,5499,停业,1
5560,,财源创投,5560,5560,停业,1
5561,,鼎润丰贷,5561,5561,停业,1
1143,,领投羊,1143,1143,转型,1
3659,,圈融网,3659,3659,转型,1
1196,,融交所,1196,1196,停业,1
4706,,米迪熊,4706,4706,停业,1
6086,,润通金融,6086,6086,停业,1
816,,滴滴投资网,816,816,停业,1
1712,,九能金融,1712,1712,停业,1
2109,,财神驾到,2109,2109,停业,1
5401,,米粒金融,5401,5401,停业,1
5496,,金润信贷,5496,5496,停业,1
5528,,聚贾贷,5528,5528,停业,1
5581,,金蟾宝,5581,5581,停业,1
5592,,领贷网,5592,5592,停业,1
5841,,悟净理财,5841,5841,停业,1
5849,,家人贷,5849,5849,停业,1
5888,,桔子易贷,5888,5888,停业,1
5963,,天天信投,5963,5963,停业,1
5971,,亿快创投,5971,5971,停业,1
5983,,沃融投资,5983,5983,停业,1
6001,,投帮贷,6001,6001,停业,1
6005,,车金所,6005,6005,停业,1
6009,,大慈贷,6009,6009,停业,1
6010,,德信投资,6010,6010,停业,1
6186,,时飞科技,6186,6186,停业,1
3692,,灿星财富,3692,3692,停业,1
5430,,领东财富,5430,5430,停业,1
586,,共赢社,586,586,停业,1
1399,,紫金创投,1399,1399,停业,1
2006,,西安贷,2006,2006,停业,1
5014,,股东派,5014,5014,停业,1
5183,,鼎利网,5183,5183,停业,1
5852,,甬金创投,5852,5852,停业,1
5881,,盈优理财网,5881,5881,停业,1
5911,,融泰创投,5911,5911,停业,1
5988,,领秀创投,5988,5988,停业,1
2646,,亚联超银,2646,2646,转型,1
2112,,悍盈理财,2112,2112,停业,1
2424,,航银金融,2424,2424,停业,1
5506,,点金财富,5506,5506,停业,1
5527,,融帆投资,5527,5527,停业,1
5878,,阜阳融资网,5878,5878,停业,1
6057,,云中网,6057,6057,停业,1
5593,,麻布袋,5593,5593,停业,1
2023,,投德宝,2023,2023,停业,1
3623,,福赢万宝,3623,3623,停业,1
5538,,友邦贷,5538,5538,停业,1
3732,,融途天下,3732,3732,停业,1
5885,,皖北金融,5885,5885,停业,1
275,,广融在线,275,275,停业,1
4314,,耀隆财富,4314,4314,停业,1
6055,,浪尖金融,6055,6055,停业,1
2940,,资交所,2940,2940,停业,1
3034,,舀米网,3034,3034,停业,1
5856,,丰睿贷,5856,5856,停业,1
5063,,家金所,5063,5063,转型,1
768,,多多投资,768,768,停业,1
3502,,哆啦钱袋,3502,3502,停业,1
4994,,智富贷（鲁）,4994,4994,停业,1
5406,,贷鼠理财,5406,5406,停业,1
5647,,亿财贷,5647,5647,停业,1
3900,,PPMAX有道理财,3900,3900,停业,1
6058,,博金在线,6058,6058,停业,1
3058,,众信所,3058,3058,停业,1
6003,,惠投资,6003,6003,停业,1
4212,,链车金服,4212,4212,停业,1
4766,,鼎裕财富,4766,4766,停业,1
6079,,微笑金融,6079,6079,停业,1
1316,,财菁汇,1316,1316,停业,1
1321,,钱易网,1321,1321,停业,1
6220,,小龙金投,6220,6220,停业,1
2916,,创一贷,2916,2916,转型,1
6040,,通财富,6040,6040,停业,1
4094,,多粒财富,4094,4094,停业,1
6078,,层峰创融,6078,6078,停业,1
1432,,聪贷,1432,1432,停业,1
1968,,人人配资,1968,1968,停业,1
4749,,万万贷,4749,4749,停业,1
4912,,东旭贷,4912,4912,停业,1
5083,,安盈汇通,5083,5083,停业,1
5773,,臣中投资,5773,5773,停业,1
6070,,坤盛财富,6070,6070,停业,1
6187,,正元资本,6187,6187,停业,1
6192,,易发个私贷,6192,6192,停业,1
6208,,新恒易贷,6208,6208,停业,1
6209,,金钰易贷,6209,6209,停业,1
6210,,惠群贷,6210,6210,停业,1
6212,,同言贷,6212,6212,停业,1
6257,,康联投,6257,6257,停业,1
594,,金都e贷,594,594,停业,1
4063,,融头金融,4063,4063,停业,1
5298,,玉兔贷,5298,5298,停业,1
6054,,三晋聚财,6054,6054,停业,1
2182,,天玺金融,2182,2182,停业,1
1596,,岭南贷,1596,1596,停业,1
1900,,普惠金钥匙,1900,1900,停业,1
2047,,牛火火,2047,2047,停业,1
2250,,农金所,2250,2250,停业,1
5846,,黎明创投,5846,5846,停业,1
5876,,亿昌贷,5876,5876,停业,1
5877,,蓝海创投,5877,5877,停业,1
5929,,理理财,5929,5929,停业,1
5950,,乐园财富,5950,5950,停业,1
5472,,乐事贷,5472,5472,停业,1
6077,,四维金服,6077,6077,停业,1
6188,,号码贷,6188,6188,停业,1
3695,,车贷乐,3695,3695,停业,1
5215,,大众创投,5215,5215,停业,1
5892,,融诚网,5892,5892,停业,1
5938,,鑫易贷,5938,5938,停业,1
4667,,金融易倍,4667,4667,停业,1
5757,,创赢贷,5757,5757,停业,1
2051,,微银贷,2051,2051,停业,1
2224,,钱趣网,2224,2224,停业,1
3206,,三只小羊,3206,3206,停业,1
3655,,慧信贷,3655,3655,停业,1
4133,,AA金融,4133,4133,停业,1
4238,,积金汇,4238,4238,停业,1
4432,,舜添泽财富,4432,4432,停业,1
4779,,789金融,4779,4779,停业,1
4786,,爱承兑,4786,4786,停业,1
4874,,惠盈在线,4874,4874,停业,1
4969,,欧邦贷,4969,4969,停业,1
5203,,年年有余,5203,5203,停业,1
607,,巴菲贷,607,607,停业,1
3420,,爱迪理财,3420,3420,停业,1
1645,,百纳微贷,1645,1645,停业,1
4705,,众人理财,4705,4705,停业,1
4025,,瑞通易贷,4025,4025,停业,1
1776,,国盛财富,1776,1776,停业,1
1847,,金戈戈,1847,1847,停业,1
4896,,价值贷,4896,4896,停业,1
6080,,保利贷贷网,6080,6080,停业,1
1726,,广州贷,1726,1726,停业,1
4442,,华融互联网金融,4442,4442,停业,1
4730,,妥妥赢,4730,4730,停业,1
4860,,投车惠,4860,4860,停业,1
5758,,万方融通,5758,5758,停业,1
6084,,宝峰创富,6084,6084,停业,1
3673,,优学宝,3673,3673,停业,1
4054,,掌道财富,4054,4054,停业,1
4529,,泰牛理财,4529,4529,停业,1
5346,,国储网,5346,5346,停业,1
5477,,青岛力霸国际金融,5477,5477,停业,1
4434,,诺金融,4434,4434,停业,1
5043,,上网贷,5043,5043,停业,1
712,,种子理财,712,712,停业,1
4233,,海赢理财,4233,4233,停业,1
5223,,企之家财富,5223,5223,停业,1
4685,,联融易,4685,4685,停业,1
5244,,智投富登,5244,5244,停业,1
5686,,金玉盈,5686,5686,停业,1
6075,,银凤网,6075,6075,停业,1
479,,袋袋金,479,479,停业,1
3759,,好享贷,3759,3759,停业,1
4793,,布格拉斯财富,4793,4793,停业,1
5095,,协众财富,5095,5095,停业,1
1303,,多贷贷,1303,1303,停业,1
2835,,复祺在线,2835,2835,停业,1
3050,,融投行,3050,3050,停业,1
3341,,金汇瑞通,3341,3341,停业,1
4543,,山三贷,4543,4543,停业,1
4544,,盈万贷,4544,4544,停业,1
4772,,聚车贷,4772,4772,停业,1
5062,,百聚财富,5062,5062,停业,1
5148,,中银贷,5148,5148,停业,1
5234,,趣理财,5234,5234,停业,1
5314,,一车易融,5314,5314,停业,1
5607,,中沈投资担保,5607,5607,停业,1
6017,,值投网,6017,6017,停业,1
6190,,秦车贷,6190,6190,停业,1
6200,,宝顺贷,6200,6200,停业,1
6203,,甬人贷,6203,6203,停业,1
6204,,贷运来,6204,6204,停业,1
4428,,浙众车,4428,4428,停业,1
4462,,仁义贷,4462,4462,停业,1
5055,,众昌财富,5055,5055,停业,1
4250,,好利信,4250,4250,停业,1
5893,,天下投,5893,5893,停业,1
5586,,正博网,5586,5586,停业,1
6056,,v客宝,6056,6056,停业,1
6089,,楚商贷,6089,6089,停业,1
813,,银钱树车投网,813,813,停业,1
3112,,华夏银帮,3112,3112,停业,1
4224,,乾丰金融,4224,4224,停业,1
5895,,中腾投资,5895,5895,停业,1
6043,,钱来钱网（粤）,6043,6043,停业,1
4370,,堆财网,4370,4370,停业,1
4957,,易车理财,4957,4957,停业,1
5875,,财富女王邦,5875,5875,停业,1
436,,速贷融创,436,436,停业,1
502,,生活贷,502,502,停业,1
1373,,实实贷,1373,1373,停业,1
2435,,鑫汇投资,2435,2435,停业,1
3709,,财团网,3709,3709,停业,1
3711,,洽钱网,3711,3711,停业,1
3748,,国汇金融,3748,3748,停业,1
3768,,宏阳财富,3768,3768,停业,1
4084,,八点金融,4084,4084,停业,1
4097,,新凯无忧,4097,4097,停业,1
4501,,恒鼎贷,4501,4501,停业,1
4854,,中锂贷,4854,4854,停业,1
5500,,恒博贷,5500,5500,停业,1
5516,,宜开贷,5516,5516,停业,1
5523,,中泰盈,5523,5523,停业,1
5850,,中韩易贷,5850,5850,停业,1
5851,,昊澜财富,5851,5851,停业,1
5855,,好彩金融,5855,5855,停业,1
5913,,中都投资,5913,5913,停业,1
5939,,鑫润投资,5939,5939,停业,1
5940,,浩银财富,5940,5940,停业,1
5953,,鑫富联博,5953,5953,停业,1
5956,,红杉财富,5956,5956,停业,1
5958,,鑫业创投,5958,5958,停业,1
6020,,信资邦,6020,6020,停业,1
1189,,可易贷,1189,1189,停业,1
1420,,云端财富,1420,1420,停业,1
3460,,亿方金融,3460,3460,停业,1
3471,,青松理财,3471,3471,停业,1
3639,,聚人贷,3639,3639,停业,1
4004,,小财大用,4004,4004,停业,1
4958,,云山信投,4958,4958,停业,1
5221,,浙平在线,5221,5221,停业,1
5548,,姑苏金融,5548,5548,停业,1
5919,,万京贷,5919,5919,停业,1
5944,,芝麻花投资,5944,5944,停业,1
5957,,聚龙贷,5957,5957,停业,1
5977,,政信金融,5977,5977,停业,1
5980,,臻鑫配资系统,5980,5980,停业,1
6004,,聚有利,6004,6004,停业,1
6167,,证金宝,6167,6167,停业,1
6350,,万达金融,6350,6350,停业,1
3274,,盛平财富,3274,3274,停业,1
3726,,点金盒,3726,3726,停业,1
4199,,泓森财富,4199,4199,停业,1
4424,,小熊贷,4424,4424,停业,1
5844,,昌南贷,5844,5844,停业,1
1963,,云浩金融,1963,1963,停业,1
2096,,同城投,2096,2096,停业,1
2119,,清华财富,2119,2119,停业,1
2134,,雷萨财富,2134,2134,停业,1
2176,,微领贷,2176,2176,停业,1
2178,,汇康财富,2178,2178,停业,1
2395,,蓝洋E贷,2395,2395,停业,1
4375,,纳金石金融,4375,4375,停业,1
4678,,汉贷邦,4678,4678,停业,1
4687,,万和易贷,4687,4687,停业,1
4700,,e金所,4700,4700,停业,1
5536,,富源创投,5536,5536,停业,1
5594,,明熙财富,5594,5594,停业,1
5825,,富银信,5825,5825,停业,1
1254,,易房创投,1254,1254,停业,1
1304,,金华贷,1304,1304,停业,1
1374,,江西微贷,1374,1374,停业,1
1447,,金宝盒,1447,1447,停业,1
1457,,车商贷,1457,1457,停业,1
1515,,希望财富,1515,1515,停业,1
1559,,汇银宝,1559,1559,停业,1
1584,,中和金融,1584,1584,停业,1
1682,,阳光金融,1682,1682,停业,1
1704,,兴教贷,1704,1704,停业,1
1885,,钜丰信投,1885,1885,停业,1
1972,,黔融网,1972,1972,停业,1
2053,,奕鑫信投,2053,2053,停业,1
4904,,369财富,4904,4904,停业,1
5280,,小样金融,5280,5280,停业,1
5886,,财神贷,5886,5886,停业,1
5896,,百投邦,5896,5896,停业,1
5901,,聚金金融,5901,5901,停业,1
5936,,聚汇金融,5936,5936,停业,1
5937,,聚德贷,5937,5937,停业,1
5948,,巨希财富,5948,5948,停业,1
5982,,钜仁财富,5982,5982,停业,1
5992,,银桥贷,5992,5992,停业,1
5999,,易圆财富,5999,5999,停业,1
1878,,天天数米,1878,1878,停业,1
2076,,鲁家所,2076,2076,停业,1
2309,,合银创投,2309,2309,停业,1
2456,,水浒汇,2456,2456,停业,1
2459,,点贷网,2459,2459,停业,1
2531,,浚豪理财,2531,2531,停业,1
2560,,财鸟财富,2560,2560,停业,1
2584,,嘉淋财富,2584,2584,停业,1
2587,,一点投,2587,2587,停业,1
2595,,国瑞金融,2595,2595,停业,1
2694,,景行财富,2694,2694,停业,1
3304,,万金先生,3304,3304,停业,1
3329,,利金行,3329,3329,停业,1
3674,,领峰金融,3674,3674,停业,1
3688,,淼商贷,3688,3688,停业,1
3708,,平易贷,3708,3708,停业,1
3845,,我投你贷,3845,3845,停业,1
4863,,盛市投资,4863,4863,停业,1
4961,,点金财务,4961,4961,停业,1
5089,,伍号掌柜,5089,5089,停业,1
5173,,商帮金融,5173,5173,停业,1
5497,,明烨贷,5497,5497,停业,1
5539,,钱匣子,5539,5539,停业,1
5634,,尚通财富,5634,5634,停业,1
5829,,么么哒理财,5829,5829,停业,1
5907,,亿梆创投,5907,5907,停业,1
5947,,润成投资,5947,5947,停业,1
5949,,轩驰贷,5949,5949,停业,1
5968,,显峰财富,5968,5968,停业,1
5969,,普金金融,5969,5969,停业,1
6022,,信谊金融,6022,6022,停业,1
1564,,百发信业,1564,1564,停业,1
272,,华北贷,272,272,停业,1
826,,网银贷,826,826,停业,1
922,,可投可贷（川）,922,922,停业,1
5379,,金泉贷,5379,5379,停业,1
5566,,华金所,5566,5566,停业,1
6014,,学易融,6014,6014,停业,1
774,,梧桐E贷,774,774,停业,1
5136,,云麦在线,5136,5136,停业,1
5842,,瓢虫金融,5842,5842,停业,1
6090,,盈丰在线,6090,6090,停业,1
6092,,点滴借贷,6092,6092,停业,1
5270,,政信贷,5270,5270,停业,1
5371,,榕巨互金,5371,5371,停业,1
747,,真理财,747,747,停业,1
1000,,利安贷,1000,1000,停业,1
1245,,U贷网,1245,1245,停业,1
1818,,贷动中国,1818,1818,停业,1
3354,,联合汇,3354,3354,停业,1
3544,,飞红贷,3544,3544,停业,1
3712,,巨鑫贷,3712,3712,停业,1
3795,,金金财富,3795,3795,停业,1
4461,,全球星金服,4461,4461,停业,1
4922,,平福投资,4922,4922,停业,1
5096,,易金贷,5096,5096,停业,1
5439,,金团网,5439,5439,停业,1
5615,,适配金融,5615,5615,停业,1
5972,,优财网,5972,5972,停业,1
6083,,和信赢天下,6083,6083,停业,1
3758,,好融网,3758,3758,停业,1
4926,,信通财富,4926,4926,停业,1
4225,,短平快理财,4225,4225,停业,1
4947,,东旭财富,4947,4947,停业,1
5068,,小资贷,5068,5068,停业,1
6076,,昊都钱柜,6076,6076,停业,1
3221,,誉金所,3221,3221,转型,1
1643,,天立鸿,1643,1643,停业,1
2209,,长征金融,2209,2209,停业,1
3573,,亚通创投,3573,3573,停业,1
4701,,医融行,4701,4701,停业,1
5717,,黑米财富,5717,5717,停业,1
5864,,红枫创投,5864,5864,停业,1
6069,,胜手点金,6069,6069,停业,1
3956,,融远金服,3956,3956,转型,1
1165,,宝贷通行网,1165,1165,停业,1
2561,,飞翼聚财,2561,2561,停业,1
3429,,顺天财富,3429,3429,停业,1
3492,,银保车贷,3492,3492,停业,1
6061,,理财快线,6061,6061,停业,1
825,,中亿资本,825,825,停业,1
4017,,广阔创投,4017,4017,停业,1
4492,,汇通钱箱,4492,4492,停业,1
4643,,甬隆贷,4643,4643,停业,1
5854,,畅享贷,5854,5854,停业,1
5986,,瑞盈贷,5986,5986,停业,1
1831,,红象金融,1831,1831,停业,1
5024,,政融贷,5024,5024,停业,1
6073,,同信贷,6073,6073,停业,1
6082,,绿豆金服,6082,6082,停业,1
1979,,运盈e贷,1979,1979,停业,1
3262,,友信宝,3262,3262,停业,1
2610,,嘉乐贷,2610,2610,停业,1
5368,,融金金融网,5368,5368,停业,1
2214,,通融财富,2214,2214,停业,1
4624,,安居客理财,4624,4624,停业,1
1336,,金蝌蚪理财,1336,1336,停业,1
2507,,汇誉金服,2507,2507,停业,1
3993,,宏创金融,3993,3993,停业,1
4119,,亿升财富,4119,4119,停业,1
6059,,易富通,6059,6059,停业,1
1710,,唯信贷,1710,1710,转型,1
