_id,background,name,plat_id,wdzj_plat_id,status,finished
lufax,上市系,陆金服,lufax,59,normal,1
my089,民营系,红岭创投,my089,60,normal,1
wd5,上市系,微贷网,wd5,38,normal,1
iqianjin,,爱钱进,iqianjin,0,normal,
57,,人人贷,57,57,normal,1
yirendai,,宜人贷,yirendai,0,normal,
yooli,风投系,有利网,yooli,142,normal,1
xiaoniu88,民营系,小牛在线,xiaoniu88,223,normal,1
niwodai,民营系,你我贷,niwodai,40,normal,1
ppdai,,拍拍贷,ppdai,0,normal,
tuandai,风投系,团贷网,tuandai,91,normal,1
edai,风投系,宜贷网,edai,942,normal,1
360taihe,,泰然金融,360taihe,0,normal,
2140,,轻易贷,2140,2140,normal,1
1309,风投系,小赢网金,1309,1309,normal,1
jimubox,风投系,积木盒子,jimubox,268,normal,1
6533,民营系,银谷在线,6533,6533,normal,1
xyb100,民营系,信用宝,xyb100,307,normal,1
jinxin99,民营系,金信网,jinxin99,508,normal,1
ppmoney,,PPmoney,ppmoney,0,normal,
eloancn,上市系,翼龙贷,eloancn,144,normal,1
rxdai,,投哪网,rxdai,0,normal,
hexindai,上市系,和信贷,hexindai,235,normal,1
512,民营系,信和大金融,512,512,normal,1
itouzi,,爱投资,itouzi,0,normal,
537,风投系,91旺财,537,537,normal,1
wsloan,,温商贷,wsloan,0,normal,
127,,易通贷,127,127,normal,1
rozo360,风投系,人众金服,rozo360,3558,normal,1
dianrong,风投系,点融,dianrong,129,normal,1
1503,民营系,恒易融,1503,1503,normal,1
jinlianchu,,金联储,jinlianchu,0,normal,
qian88,,钱爸爸,qian88,0,normal,
rongjinsuo,民营系,融金所,rongjinsuo,184,normal,1
guangxindai,民营系,广信贷,guangxindai,165,normal,1
2750,上市系,聚宝普惠,2750,2750,normal,1
836,民营系,钱盆网,836,836,normal,1
baobidai,,生菜金融,baobidai,0,normal,
gqget,,冠e通,gqget,0,normal,
wanglibao,上市系,网利宝,wanglibao,868,normal,1
932,风投系,拓道金服,932,932,normal,1
renrenmoney,民营系,人人聚财,renrenmoney,93,normal,1
4299,,来存吧,4299,4299,提现困难,1
3090,民营系,中业兴融,3090,3090,normal,1
611,民营系,汇盈金服,611,611,normal,1
5658,民营系,洋钱罐,5658,5658,normal,1
34,,麦子金服财富,34,34,normal,1
kesucorp,,可溯金融,kesucorp,0,normal,
iqianbang,,爱钱帮,iqianbang,0,normal,
zhaiquanjiaoyi,,银豆网,zhaiquanjiaoyi,0,normal,
3192,上市系,理财农场,3192,3192,normal,1
jinyinmao,,金银猫,jinyinmao,0,normal,
3980,,叮咚钱包,3980,3980,normal,1
bjdp2p,国资系,博金贷,bjdp2p,1190,normal,1
tutengdai,,图腾贷,tutengdai,0,normal,
xiaozhu58,,小猪理财,xiaozhu58,0,normal,
duanrong,风投系,短融网,duanrong,664,normal,1
1881,民营系,有融网,1881,1881,normal,1
1493,国资系,民贷天下,1493,1493,normal,1
xinrong,上市系,信融财富,xinrong,128,normal,1
3187,,投融家,3187,3187,提现困难,1
4982,上市系,米庄理财,4982,4982,normal,1
junrongdai,,君融贷,junrongdai,0,normal,
4389,民营系,新升贷,4389,4389,normal,1
1ju,民营系,宜聚网,1ju,154,normal,1
2930,国资系,万盈金融,2930,2930,normal,1
aicailang,,hct惠农聚宝,aicailang,0,normal,
zhaoshangdai,上市系,招商贷,zhaoshangdai,175,normal,1
4401,,分利宝,4401,4401,normal,1
897,,利民网,897,897,提现困难,1
4390,,合家金融,4390,4390,normal,1
id68,上市系,理想宝,id68,583,normal,1
lianzidai,风投系,连资贷,lianzidai,1282,normal,1
3347,民营系,钜宝盆,3347,3347,normal,1
4011,,华赢贷,4011,4011,normal,1
1982,国资系,道口贷,1982,1982,normal,1
2016,上市系,铜掌柜,2016,2016,normal,1
1732,,钱保姆,1732,1732,提现困难,1
1527,民营系,百金贷,1527,1527,normal,1
1345,上市系,搜易贷,1345,1345,normal,1
jrq,,金融圈,jrq,0,normal,
eastlending,国资系,东方汇,eastlending,2001,normal,1
miniwangdai,风投系,迷你贷,miniwangdai,387,normal,1
dib66,民营系,地标金融,dib66,343,normal,1
xiangshang360,民营系,向上金服,xiangshang360,365,normal,1
5216,民营系,E都市钱包,5216,5216,normal,1
jiedai,风投系,钱多多,jiedai,467,normal,1
leadercf,,礼德财富,leadercf,0,normal,
heshidai,,合时代,heshidai,0,normal,
licaifan,风投系,理财范,licaifan,500,normal,1
3596,上市系,e融所,3596,3596,normal,1
7010,,云端金融,7010,7010,提现困难,1
4300,民营系,普惠家,4300,4300,normal,1
2052,民营系,聚车金融,2052,2052,normal,1
newunion,国资系,新联在线,newunion,236,normal,1
3483,上市系,合众e贷,3483,3483,normal,1
5310,民营系,花虾金融,5310,5310,normal,1
574,,大同行,574,574,提现困难,1
3416,,多多理财,3416,3416,提现困难,1
602,上市系,黄河金融,602,602,normal,1
9douyu,,九斗鱼,9douyu,0,normal,
88bank,国资系,e路同心,88bank,2219,normal,1
2762,国资系,宝象金融,2762,2762,normal,1
qtyd,,祺天优贷,qtyd,0,normal,
3029,国资系,首E家,3029,3029,normal,1
2636,民营系,淘淘金,2636,2636,normal,1
xinxindai,国资系,新新贷,xinxindai,95,normal,1
invstone,,石投金融,invstone,0,normal,
qdai,国资系,口贷网,qdai,1089,normal,1
frbao,风投系,付融宝,frbao,460,normal,1
2189,民营系,多赢普惠,2189,2189,normal,1
2953,民营系,知商金融,2953,2953,normal,1
hurbao,国资系,互融宝,hurbao,694,normal,1
irongbei,风投系,融贝网,irongbei,1144,normal,1
3797,国资系,金投行,3797,3797,normal,1
sslj8cn,,乐居财富,sslj8cn,0,normal,
qiandt,民营系,乾贷网,qiandt,403,normal,1
5392,民营系,城铁在融,5392,5392,normal,1
haoinvestcom,民营系,安捷财富,haoinvestcom,900,normal,1
3051,上市系,易港金融,3051,3051,normal,1
660,上市系,联金所,660,660,normal,1
6369,,善林财富,6369,6369,经侦介入,1
4153,民营系,白菜金融,4153,4153,normal,1
1496,,元宝365,1496,1496,normal,1
4005,国资系,首金网,4005,4005,normal,1
yinhu,上市系,银湖网,yinhu,623,normal,1
twotiger,,两只老虎,twotiger,0,normal,
4142,上市系,嘉石榴,4142,4142,normal,1
hepandai,,合盘金服,hepandai,0,normal,
4197,民营系,零用贷,4197,4197,normal,1
2120,民营系,福银票号,2120,2120,normal,1
zhifu360,民营系,智富贷,zhifu360,2136,normal,1
rjb777,,融金宝,rjb777,0,normal,
2600,民营系,钱香,2600,2600,normal,1
xiaoyoucai,民营系,小油菜,xiaoyoucai,524,normal,1
4235,国资系,普汇云通,4235,4235,normal,1
yinzipu,民营系,银子铺,yinzipu,1678,normal,1
hhycdaicom,民营系,小鸡理财,hhycdaicom,1822,normal,1
4420,,金盈所,4420,4420,提现困难,1
4278,,米金社,4278,4278,normal,1
3462,民营系,德鸿普惠,3462,3462,normal,1
2635,,钱内助,2635,2635,提现困难,1
1001,民营系,汇理财,1001,1001,normal,1
baocai,上市系,抱财网,baocai,541,normal,1
4352,国资系,互惠金服,4352,4352,normal,1
1623,国资系,中融投,1623,1623,normal,1
yinker,,财富星球,yinker,0,normal,
rong2014,,小微金融,rong2014,0,normal,
lichengdai,,信广立诚贷,lichengdai,0,normal,
4146,,小九金服,4146,4146,提现困难,1
hepai,民营系,合拍在线,hepai,117,normal,1
zhubaodai,上市系,珠宝贷,zhubaodai,883,normal,1
96caifu,上市系,玖融网,96caifu,246,normal,1
695,民营系,旺财谷,695,695,normal,1
2683,国资系,小狗钱钱,2683,2683,normal,1
chenghuitong,民营系,诚汇通,chenghuitong,245,normal,1
1465,,渝金所,1465,1465,提现困难,1
tintinloan,风投系,丁丁金服,tintinloan,336,normal,1
yinpiao,,银票网,yinpiao,0,normal,
1005,民营系,中融宝,1005,1005,normal,1
1916,,精融汇,1916,1916,normal,1
anxin,,安心贷,anxin,0,normal,
p2phx,民营系,恒信易贷,p2phx,491,normal,1
sxrong,民营系,三信贷,sxrong,102,normal,1
darenloan,风投系,达人贷,darenloan,715,normal,1
uhjb,,红金宝,uhjb,0,normal,
1392,民营系,融租E投,1392,1392,normal,1
xwsd,民营系,小微时贷,xwsd,1411,normal,1
jql,民营系,金桥梁,jql,1130,normal,1
1701,民营系,三益宝,1701,1701,normal,1
1577,国资系,紫金所,1577,1577,normal,1
4315,民营系,今金贷,4315,4315,normal,1
4109,,国泰·惠民益贷,4109,4109,提现困难,1
winwindai,,共信赢,winwindai,0,normal,
3921,国资系,乐享宝,3921,3921,normal,1
5588,民营系,念钱安,5588,5588,normal,1
yrhx,民营系,易融恒信,yrhx,371,normal,1
1614,,58车贷,1614,1614,提现困难,1
longkin,上市系,隆金宝,longkin,1638,normal,1
5aitou,民营系,爱投金融,5aitou,346,normal,1
yiqihao,风投系,一起好,yiqihao,97,normal,1
2154,民营系,果儿金融,2154,2154,normal,1
1423,国资系,民投金服,1423,1423,normal,1
923,民营系,普惠理财,923,923,normal,1
2388,民营系,小宝金融,2388,2388,normal,1
goodsure,上市系,果树财富,goodsure,746,normal,1
3684,民营系,汇诚金服,3684,3684,normal,1
2910,民营系,爱本地金服,2910,2910,normal,1
6592,国资系,前金融,6592,6592,normal,1
4144,国资系,前海惠农,4144,4144,normal,1
pmzaixian,,胖毛在线,pmzaixian,0,normal,
3859,上市系,联连普金,3859,3859,normal,1
huaguo,,花果金融,huaguo,0,normal,
weicherong,民营系,微车融,weicherong,905,normal,1
3930,,郑投网,3930,3930,normal,1
baocn,,宝点网,baocn,0,normal,
49,民营系,汇通易贷,49,49,normal,1
penging,上市系,鹏金所,penging,1195,normal,1
677,风投系,沪商财富,677,677,normal,1
itoumi,民营系,投米网,itoumi,1131,normal,1
3402,,猴子理财,3402,3402,提现困难,1
toufuli,民营系,投复利,toufuli,1331,normal,1
fenqian,,分钱网,fenqian,0,normal,
yesvion,民营系,粤商贷,yesvion,398,normal,1
kuaikuaidai,民营系,快快贷,kuaikuaidai,685,normal,1
xueshandai,民营系,雪山贷,xueshandai,171,normal,1
3992,民营系,小树时代网贷,3992,3992,normal,1
2389,,壹佰金融,2389,2389,提现困难,1
2954,,金投手,2954,2954,提现困难,1
2114,,链家理财,2114,2114,normal,1
6398,民营系,链链金融,6398,6398,normal,1
fhjr,国资系,丰汇金融,fhjr,1516,normal,1
licai168,民营系,168金服,licai168,850,normal,1
511,民营系,车易贷,511,511,normal,1
2310,,绿化贷,2310,2310,提现困难,1
rmbboxcom,民营系,邦帮堂,rmbboxcom,1041,normal,1
4343,,银狐财富,4343,4343,提现困难,1
2090,,亿宝贷,2090,2090,经侦介入,1
1653,民营系,中兴财富,1653,1653,normal,1
sunfobank,民营系,新富金融,sunfobank,724,normal,1
5262,,安安理财,5262,5262,停业,1
1348,,牛牛bank,1348,1348,normal,1
zibenzaixian,,资本在线,zibenzaixian,0,normal,
6392,民营系,通通理财,6392,6392,normal,1
newnewbank,,牛牛bank,newnewbank,0,normal,
yxp2p,民营系,壹心贷,yxp2p,458,normal,1
3272,,银巴克,3272,3272,提现困难,1
6499,民营系,恩科e贷,6499,6499,normal,1
2591,民营系,掌中财富,2591,2591,normal,1
4032,,财富智汇,4032,4032,提现困难,1
2126,民营系,一点通财富,2126,2126,normal,1
2918,,广群金融,2918,2918,经侦介入,1
wangtouwang,国资系,网投网,wangtouwang,1436,normal,1
xitouwang,民营系,喜投网,xitouwang,983,normal,1
51jiecai,上市系,今日捷财,51jiecai,808,normal,1
3955,民营系,中潮金服,3955,3955,normal,1
3259,上市系,奇乐融,3259,3259,normal,1
3917,国资系,万家贷,3917,3917,normal,1
799,上市系,广州e贷,799,799,normal,1
2622,,九信金融,2622,2622,停业,1
51qianba,民营系,钱吧,51qianba,686,normal,1
honhe,,后河财富,honhe,0,normal,
4147,,森昊好时贷,4147,4147,转型,1
1160,,众易贷,1160,1160,提现困难,1
4003,,小贷吧,4003,4003,normal,1
3854,,财富派(京),3854,3854,normal,1
yonglibao,,永利宝,yonglibao,0,normal,
1017,民营系,网汇贷,1017,1017,normal,1
tangguojr,民营系,糖果金融,tangguojr,1715,normal,1
ddzrh,民营系,智融会,ddzrh,1113,normal,1
zhechangdai,民营系,浙昌贷,zhechangdai,474,normal,1
njb888,,农金宝,njb888,0,normal,
475,民营系,鄂汇金融,475,475,normal,1
4367,,中再融,4367,4367,提现困难,1
1274,国资系,大麦理财,1274,1274,normal,1
kingkaid,,金开贷,kingkaid,0,normal,
liyedai,风投系,立业贷,liyedai,435,normal,1
gofobao,民营系,广富宝,gofobao,220,normal,1
zgxyct,,星月创投,zgxyct,0,normal,
5070,民营系,千林贷,5070,5070,normal,1
yingzhongtou,民营系,赢众投,yingzhongtou,4116,normal,1
ship2p,,沃时贷,ship2p,0,normal,
bbuwin,民营系,步步盈,bbuwin,960,normal,1
2375,上市系,杉易贷,2375,2375,normal,1
zhongdaihui,,众贷汇,zhongdaihui,0,normal,
1748,民营系,道口金融网,1748,1748,normal,1
haohaolicai,,好好理财,haohaolicai,0,normal,
tjhf,国资系,天玑汇富,tjhf,1112,normal,1
qianhezi,民营系,钱盒子,qianhezi,974,normal,1
4582,民营系,吉爱财,4582,4582,normal,1
ry889,民营系,瑞银创投,ry889,37,normal,1
myzhongjin,民营系,众金在线,myzhongjin,274,normal,1
moneydai,,钱贷网,moneydai,0,normal,
51bangni,,51帮你,51bangni,0,normal,
5258,民营系,金元宝理财,5258,5258,normal,1
3351,民营系,车财网,3351,3351,normal,1
1069,,小猪罐子,1069,1069,normal,1
haoshouyi,民营系,天涯好收益,haoshouyi,575,normal,1
51qed,民营系,企额贷,51qed,1774,normal,1
4103,民营系,长吉贷,4103,4103,normal,1
3364,民营系,车e融,3364,3364,normal,1
hotouzi,国资系,汇投网,hotouzi,731,normal,1
jujinziben,风投系,聚金资本,jujinziben,633,normal,1
201,,金e柴神,201,201,提现困难,1
yunqiandai,民营系,云钱袋,yunqiandai,2198,normal,1
5133,,善林宝,5133,5133,经侦介入,1
609,上市系,爱鸿森,609,609,normal,1
4318,,玺鉴,4318,4318,跑路,1
2619,,牛娃互联网金融,2619,2619,normal,1
3346,,钱满仓,3346,3346,提现困难,1
rongtongzc,国资系,融通资产,rongtongzc,418,normal,1
4651,民营系,智佳金服,4651,4651,normal,1
531,民营系,众房宝,531,531,normal,1
3098,上市系,惠投无忧,3098,3098,normal,1
2105,民营系,丰投网,2105,2105,normal,1
5653,民营系,相融网,5653,5653,normal,1
4662,民营系,现代众车在线,4662,4662,normal,1
oujinsuo,民营系,瓯金所,oujinsuo,1877,normal,1
699,民营系,壹宝贷,699,699,normal,1
4412,民营系,沙小僧,4412,4412,normal,1
miaodaiwang,民营系,秒贷金融,miaodaiwang,1585,normal,1
1444,民营系,量子金融,1444,1444,normal,1
xinhedai,民营系,信和贷,xinhedai,278,normal,1
jinyuandai,民营系,金源贷,jinyuandai,527,normal,1
1473,民营系,喔喔贷,1473,1473,normal,1
baijiejinrong,民营系,财小主,baijiejinrong,5164,normal,1
dingxindai,民营系,鼎信贷,dingxindai,427,normal,1
675,民营系,稳贷网,675,675,normal,1
renrenronge,民营系,人人融,renrenronge,1613,normal,1
gkkxd,,开鑫贷,gkkxd,0,normal,
4324,,前沿财富,4324,4324,提现困难,1
6467,,高新普惠,6467,6467,normal,1
lujinsuop2p,民营系,鲁金所,lujinsuop2p,2820,normal,1
4245,民营系,洋葱先生,4245,4245,normal,1
4215,国资系,四海众投,4215,4215,normal,1
3344,国资系,泰山金融,3344,3344,normal,1
1745,风投系,米缸金融,1745,1745,normal,1
vpfinance,,微品金融,vpfinance,0,normal,
4182,风投系,e葱金融,4182,4182,normal,1
hydbest,,好又贷,hydbest,0,normal,
58caifu,民营系,58财福,58caifu,659,normal,1
helloan,,合力贷,helloan,0,normal,
htfs,民营系,禾泰财富,htfs,1241,normal,1
51rzy,民营系,融资易,51rzy,894,normal,1
eweidai,风投系,e微贷,eweidai,566,normal,1
5728,民营系,无忧车贷,5728,5728,normal,1
1441,民营系,京金所,1441,1441,normal,1
4198,民营系,升值空间,4198,4198,normal,1
4223,民营系,九金所,4223,4223,normal,1
3168,民营系,惠金贷,3168,3168,normal,1
apengdai,民营系,阿朋贷,apengdai,601,normal,1
rongshangd,,融商贷,rongshangd,0,normal,
1552,国资系,梦想盈行,1552,1552,normal,1
dezhong365,国资系,德众金融,dezhong365,648,normal,1
jigoon,,极光金融,jigoon,0,normal,
1004,国资系,易金智慧,1004,1004,normal,1
hhrfs,民营系,合伙人金融,hhrfs,1926,normal,1
putiandai,,普天贷,putiandai,0,normal,
6614,民营系,银强金融,6614,6614,normal,1
51ruyidai,,51如易贷,51ruyidai,0,normal,
6302,,诚成贷,6302,6302,normal,1
1914,民营系,方元金服,1914,1914,normal,1
zhenxindai,民营系,真鑫贷,zhenxindai,373,normal,1
xbddai,民营系,迅泊达,xbddai,1208,normal,1
chebangp2p,民营系,车邦贷(浙),chebangp2p,3878,normal,1
liju123com,民营系,利聚网,liju123com,1450,normal,1
haidaijinfu,民营系,海贷金服,haidaijinfu,4580,normal,1
wanfubao,民营系,万富宝,wanfubao,1928,normal,1
2639,民营系,一点钱,2639,2639,normal,1
51anxintou,民营系,安心投,51anxintou,2671,normal,1
1864,民营系,多宝贷,1864,1864,normal,1
caishenzaixian,民营系,财神在线（渝）,caishenzaixian,916,normal,1
6683,民营系,多啦聚财,6683,6683,normal,1
jinpaip2p,,金牌理财,jinpaip2p,0,normal,
553,民营系,集利财富,553,553,normal,1
3271,,中融通贷,3271,3271,normal,1
1764,民营系,医购贷,1764,1764,normal,1
4038,上市系,悦享金服,4038,4038,normal,1
rongtoudai,,融投贷,rongtoudai,0,normal,
3164,国资系,陇e贷,3164,3164,normal,1
fuchundai,民营系,富春贷,fuchundai,1291,normal,1
2751,,利得行,2751,2751,提现困难,1
hengdacaifu,,恒大财富,hengdacaifu,0,normal,
yingying88,民营系,赢盈在线,yingying88,4683,normal,1
1949,国资系,固金所,1949,1949,normal,1
1801,,众隆金服,1801,1801,停业,1
4023,民营系,OK贷,4023,4023,normal,1
ddxlong,国资系,贷贷兴隆,ddxlong,446,normal,1
gzjkp2p,,金控网贷,gzjkp2p,0,normal,
622,民营系,财小喵,622,622,normal,1
4183,民营系,易享贷,4183,4183,normal,1
4286,国资系,金筑财富,4286,4286,normal,1
2813,民营系,信融投资,2813,2813,normal,1
lihaodai,民营系,利好贷,lihaodai,405,normal,1
chenengdai,,车能贷,chenengdai,0,normal,
2165,,优车融,2165,2165,normal,1
2817,民营系,富金利,2817,2817,normal,1
dfjr580,民营系,沪臣地方金融,dfjr580,462,normal,1
2144,国资系,e兴金融,2144,2144,normal,1
4577,民营系,脐橙金融,4577,4577,normal,1
3301,民营系,鱼猫金服,3301,3301,normal,1
891,风投系,安心de利,891,891,normal,1
4211,民营系,来融金服,4211,4211,normal,1
1944,,光华财缘网,1944,1944,normal,1
xindaitong,民营系,信贷通,xindaitong,2143,normal,1
4126,国资系,金财动力,4126,4126,normal,1
3309,民营系,沃要投,3309,3309,normal,1
2070,民营系,优投金服,2070,2070,normal,1
6539,民营系,车行金服,6539,6539,normal,1
3510,民营系,皓添金融,3510,3510,normal,1
wanqianshangdai,民营系,皖乾商贷,wanqianshangdai,2002,normal,1
2203,民营系,乐投创富,2203,2203,normal,1
chengtounet,,诚投在线,chengtounet,0,normal,
duijin8,,堆金网,duijin8,0,normal,
fsjr66,,蜂硕金融,fsjr66,0,normal,
2833,民营系,简易贷,2833,2833,normal,1
3148,民营系,小平贷,3148,3148,normal,1
51licaiqu,,理财去,51licaiqu,0,normal,
4535,国资系,中平金融,4535,4535,normal,1
p2phzw,民营系,惠众金融,p2phzw,195,normal,1
4631,国资系,银承派,4631,4631,normal,1
fangyidaicn,,房易贷,fangyidaicn,0,normal,
3867,,艺点理财,3867,3867,normal,1
edaionline,,易贷在线,edaionline,0,normal,
4266,民营系,有喜财富,4266,4266,normal,1
1920,民营系,车富88,1920,1920,normal,1
3948,民营系,新富创投,3948,3948,normal,1
2181,民营系,即利网,2181,2181,normal,1
2570,,蜂投网,2570,2570,提现困难,1
kexindaicom,,可信贷,kexindaicom,0,normal,
3324,民营系,车赚,3324,3324,normal,1
4065,,海星宝理财,4065,4065,提现困难,1
yiyilc,民营系,亿亿理财,yiyilc,5736,normal,1
9888,民营系,工场微金,9888,629,normal,1
2113,民营系,木头人,2113,2113,normal,1
6886,,包公有财,6886,6886,normal,1
852,民营系,知财网,852,852,normal,1
2455,,拓天速贷,2455,2455,normal,1
crtz,民营系,创融在线,crtz,361,normal,1
3513,民营系,就爱金融网,3513,3513,normal,1
1941,民营系,粒子财富,1941,1941,normal,1
5086,民营系,58红利,5086,5086,normal,1
2608,,鼠贷金融,2608,2608,normal,1
1229,民营系,百泉贷,1229,1229,normal,1
2248,民营系,快捷财富,2248,2248,normal,1
2565,民营系,鼎诚创投,2565,2565,normal,1
ifengdai,民营系,赣商贷,ifengdai,424,normal,1
hindow,民营系,憨豆金服,hindow,4821,normal,1
2691,民营系,众金所,2691,2691,normal,1
woniuzaixian,,蜗牛在线,woniuzaixian,0,normal,
1943,民营系,石榴壳,1943,1943,normal,1
4387,,聚宝珠,4387,4387,normal,1
palcw,,平安理财网,palcw,0,normal,
zgwyd,民营系,温易贷,zgwyd,1023,normal,1
xiaofujr,民营系,小富金融,xiaofujr,615,normal,1
v1dai,,微易贷,v1dai,0,normal,
jgedai,民营系,建工E贷,jgedai,2025,normal,1
6393,民营系,虎融宝,6393,6393,normal,1
qiantwo,,钱途在线,qiantwo,0,normal,
1673,民营系,赶贷网,1673,1673,normal,1
4073,,财富N次方,4073,4073,normal,1
2199,民营系,光合种子,2199,2199,normal,1
myhengli,,恒利网,myhengli,0,normal,
1957,民营系,网筹金融,1957,1957,normal,1
3260,,国民丰泰,3260,3260,normal,1
4621,,太空马,4621,4621,normal,1
662,民营系,惠富天下,662,662,normal,1
esafedai,,爱蚂蚁,esafedai,3742,normal,1
huichedai,,惠车贷,huichedai,0,normal,
ttqp2p,,天添钱,ttqp2p,0,normal,
ishangdai,民营系,爱上贷,ishangdai,1135,normal,1
rongzj,,融之家,rongzj,0,normal,
letou100,民营系,乐投壹佰,letou100,948,normal,1
rrcfd,,日融财富,rrcfd,0,normal,
3331,民营系,甬e贷,3331,3331,normal,1
1989,,前海广深发,1989,1989,normal,1
4843,民营系,便民投,4843,4843,normal,1
1523,民营系,红顶金融,1523,1523,normal,1
4312,,e资产,4312,4312,normal,1
3974,民营系,惠恩资本,3974,3974,normal,1
rongxin365,民营系,融信网,rongxin365,125,normal,1
2145,民营系,冰川财富,2145,2145,normal,1
otouzi,,屹农金服,otouzi,2009,normal,1
2192,,你好贷,2192,2192,normal,1
3770,民营系,多维度,3770,3770,normal,1
1842,民营系,袋鼠妈妈,1842,1842,normal,1
yingjinsuo,民营系,盈金所,yingjinsuo,2439,normal,1
3946,民营系,异享金融,3946,3946,normal,1
1912,民营系,中储贷,1912,1912,normal,1
szytou,,益投网贷,szytou,0,normal,
1223,,迪迪贷,1223,1223,normal,1
jinchedai,民营系,捷创贷,jinchedai,1722,normal,1
5514,民营系,改革牛,5514,5514,normal,1
4439,,深创金服,4439,4439,停业,1
longtaidai,,隆泰贷,longtaidai,0,normal,
lhvccn,民营系,联豪创投,lhvccn,455,normal,1
zkp2p,民营系,众可贷,zkp2p,1297,normal,1
2957,,锐盈财富,2957,2957,normal,1
zhongjindai,,中金贷,zhongjindai,0,normal,
5546,,海鹭金服,5546,5546,normal,1
mifengcaifu,,蜜蜂财富,mifengcaifu,0,normal,
6685,民营系,几何金融,6685,6685,normal,1
1581,,财富500,1581,1581,normal,1
1746,,飞特金融,1746,1746,停业,1
4353,,牛币网,4353,4353,normal,1
6876,上市系,粤盛金融,6876,6876,normal,1
4328,民营系,私房投,4328,4328,normal,1
jinguidai,民营系,金柜贷,jinguidai,1448,normal,1
zlcf,,众联财富,zlcf,0,normal,
1330,民营系,优聚投,1330,1330,normal,1
5655,民营系,平太金服,5655,5655,normal,1
1121,民营系,鸿学金信,1121,1121,normal,1
24jd,,介贷网,24jd,0,normal,
qsp2p,民营系,黔商贷,qsp2p,1828,normal,1
chuangdai,,创贷网,chuangdai,0,normal,
chinap2g,,投促金融,chinap2g,0,normal,
6655,民营系,用呗金融,6655,6655,normal,1
2401,,金福财富,2401,2401,normal,1
zjcdw,民营系,浙江车贷网,zjcdw,580,normal,1
wdjr999,民营系,皖都金融,wdjr999,250,normal,1
matoue,民营系,码头益,matoue,504,normal,1
letoudai,,乐投贷,letoudai,0,normal,
83chedai,,百财车贷,83chedai,0,normal,
jhruitao,,瑞涛财富,jhruitao,0,normal,
pandadai,,熊猫贷,pandadai,0,normal,
spintu,,种子拼图,spintu,0,normal,
6441,上市系,商赢金服,6441,6441,normal,1
zgrxd,,中国融信贷,zgrxd,0,normal,
6297,民营系,贴身贷,6297,6297,normal,1
rtbtz,民营系,荣通宝,rtbtz,4531,normal,1
6727,,晋商金服,6727,6727,停业,1
51wanli,,万利金融,51wanli,0,normal,
jrp2p,,聚融在线,jrp2p,0,normal,
1491,民营系,178网贷,1491,1491,normal,1
baba88,,巴巴汇,baba88,0,normal,
1056,,速贷100,1056,1056,normal,1
4210,民营系,农信商贷,4210,4210,normal,1
edai365,国资系,365易贷,edai365,53,normal,1
3841,,小诺理财,3841,3841,normal,1
jyc99,,聚优财,jyc99,0,normal,
6881,,滚雪球理财,6881,6881,normal,1
1937,民营系,借贷之家,1937,1937,normal,1
692,民营系,雍和金融,692,692,normal,1
4280,民营系,微镇,4280,4280,normal,1
5525,民营系,元泰金服,5525,5525,normal,1
4992,,石头理财,4992,4992,提现困难,1
2005,,友金服,2005,2005,normal,1
6777,民营系,笑脸金融,6777,6777,normal,1
3769,民营系,厚本金融,3769,3769,normal,1
92,民营系,安心贷,92,92,normal,1
488,国资系,金开贷,488,488,normal,1
6955,,土土金服,6955,6955,normal,1
1848,,金晟创投,1848,1848,normal,1
7029,民营系,51财融融,7029,7029,normal,1
4539,民营系,橙天金融,4539,4539,normal,1
4548,民营系,钱来也,4548,4548,normal,1
2697,民营系,惠农聚宝,2697,2697,normal,1
5355,民营系,米族金融,5355,5355,normal,1
6890,民营系,红小宝,6890,6890,normal,1
6918,,华泰金融,6918,6918,提现困难,1
310,民营系,民民贷,310,310,normal,1
1468,民营系,为为贷,1468,1468,normal,1
6532,民营系,铜钱贯,6532,6532,normal,1
4244,民营系,玺欢钱,4244,4244,normal,1
1984,国资系,七彩格子,1984,1984,normal,1
6483,民营系,威阳普惠,6483,6483,normal,1
7045,,凹凸凹金服网,7045,7045,normal,1
1152,国资系,麻袋财富,1152,1152,normal,1
84,民营系,捞财宝,84,84,normal,1
7075,民营系,玛瑙湾,7075,7075,normal,1
4929,风投系,银多网,4929,4929,normal,1
hudaicom,民营系,互贷网,hudaicom,324,normal,1
weijinzaixian,,微金在线,weijinzaixian,0,normal,
2781,民营系,第三方金融,2781,2781,normal,1
6496,民营系,亚泰普惠,6496,6496,normal,1
koudailc,上市系,口袋理财,koudailc,3642,normal,1
3922,民营系,京圆柚理财,3922,3922,normal,1
7092,民营系,小鸽理财,7092,7092,normal,1
cashlai,国资系,山东高速金服,cashlai,581,normal,1
1036,民营系,助商金服,1036,1036,normal,1
4329,民营系,星鑫宝,4329,4329,normal,1
6227,民营系,瑞达金服,6227,6227,normal,1
3038,民营系,青鱼金融,3038,3038,normal,1
703,,大印财富通,703,703,停业,1
4510,,禄安宝,4510,4510,停业,1
4729,,众信金服,4729,4729,转型,1
1416,,钱婆婆,1416,1416,停业,1
1429,,中通融贷,1429,1429,停业,1
3577,,阳光富道,3577,3577,停业,1
4067,,全局金服,4067,4067,停业,1
4767,,前海航交所,4767,4767,停业,1
