_id,background,day,investor_0to1w,investor_100w_up,investor_10to100w,investor_1to10w,name,plat_id,status,wdzj_plat_id,borrower_0to20w,borrower_100w_up,borrower_20to100w,return_rate_diff_0to1m,return_rate_diff_1to2m,return_rate_diff_2to3m,return_rate_diff_3to6m,return_rate_diff_6m_up,complete_time_diff_0to1m,complete_time_diff_1to2m,complete_time_diff_2to3m,complete_time_diff_3to6m,complete_time_diff_6m_up,top_ten_borrower_to_repay,top_ten_investor_to_receice,top_fifty_borrower_to_repay,top_fifty_investor_to_receice,finished
809_2018-06-30,,2018-06-30,6720,135,715,2811,金联储,809,,809,28,0,977,9.15,10.66,10,11,12,14959.55,7227.58,19648.6,31852,27213.63,0.38,30.57,1.89,56.57,
809_2018-07-31,,2018-07-31,4309,99,513,2234,金联储,809,,809,42,0,869,9.09,10.84,10,11,12,23631.61,11955.39,45154.3,41416.46,41974.87,0.4,31.38,2.02,58,
116_2017-08-31,,2017-08-31,61,0,78,218,开鑫贷,116,,116,30,1,0,0,5,5,5.57,6.43,0,1380,3240,2620.41,2949.5,89.38,8.7,95.36,22.92,
116_2017-09-30,,2017-09-30,68,0,66,231,开鑫贷,116,,116,0,1,0,5.98,5,5.39,6.05,6.47,25560,8580,5422.11,10344.89,5967.69,94.11,9.95,96.01,26.24,
116_2017-10-31,,2017-10-31,68,1,91,259,开鑫贷,116,,116,0,1,0,0,0,5.65,6.07,6.51,0,0,66025.71,27127.25,26535.97,95.98,10.86,96.67,29.03,
116_2017-11-30,,2017-11-30,72,0,63,248,开鑫贷,116,,116,0,1,0,0,0,5.14,6.33,6.79,0,0,2880,21888.34,2726.9,95.92,11.99,96.61,31.96,
116_2017-12-31,,2017-12-31,130,0,92,264,开鑫贷,116,,116,0,1,0,5,5,5.5,6.1,7.07,0,2100,46852.5,30643.06,17598.91,95.86,12.56,96.58,32.51,
116_2018-01-31,,2018-01-31,83,0,83,277,开鑫贷,116,,116,0,1,0,6.87,5.5,5.67,5.89,7.11,1545.88,0,24462,14651.74,13878.26,96.14,12.75,96.9,32.66,
116_2018-02-28,,2018-02-28,51,0,14,114,开鑫贷,116,,116,0,1,0,7.15,0,5.97,6.46,6.86,2671.58,0,3036,5105,1857.39,96.49,12.95,97.31,32.57,
116_2018-03-31,,2018-03-31,58,0,34,104,开鑫贷,116,,116,0,1,0,7.2,5.5,5.5,6.18,6.72,3597.93,2190,1500,5051.25,747.57,97.4,13.46,98.11,33.15,
116_2018-04-30,,2018-04-30,21,0,1,40,开鑫贷,116,,116,0,1,0,0,0,5.5,6.3,6.69,0,0,0,3120,1426.15,97.43,11.81,98.17,28.47,
116_2018-05-31,,2018-05-31,31,0,4,34,开鑫贷,116,,116,0,1,0,7.5,0,5.5,0,6.71,4200,0,1275,0,955,97.2,10.9,98.03,27.08,
116_2018-06-30,,2018-06-30,44,0,6,47,开鑫贷,116,,116,0,1,0,7.89,0,0,6.18,6.59,1555.38,0,0,2220,1672.5,96.92,9.88,97.88,25.76,
116_2018-07-31,,2018-07-31,41,0,5,52,开鑫贷,116,,116,0,1,0,7.88,5.5,0,0,6.98,6986.09,6000,0,0,750,96.87,9.32,97.95,24.99,
417_2017-04-30,,2017-04-30,608,13,141,480,后河财富,417,,417,1297,0,47,12.63,12.71,13.21,12.98,12.64,3497,10433.43,6143.96,3539.7,759.03,3.35,19.48,8.5,45.66,
417_2017-05-31,,2017-05-31,515,5,120,468,后河财富,417,,417,905,0,29,12.07,12.6,13.38,12.96,12.1,4259.18,2286.9,5823.45,3886.02,2581.08,1.68,35.95,5.74,59.2,
417_2017-06-30,,2017-06-30,567,4,143,566,后河财富,417,,417,1046,0,35,12.25,12.21,13.38,13.33,12.2,3669.06,3103.26,5541.28,4016.14,5516.91,1.91,36.47,5.84,58.28,
417_2017-07-31,,2017-07-31,577,12,138,555,后河财富,417,,417,1325,0,58,12,12.29,13.31,13.25,12.06,1410.78,4333.59,4881.65,2393.13,3126.02,1.82,37.6,5.58,59.06,
417_2017-08-31,,2017-08-31,476,4,113,423,后河财富,417,,417,1256,0,30,12.05,13.23,13.19,12.54,12.01,2752.68,2335.61,7841.81,1068.67,3128.33,1.67,40.44,5.57,61.39,
417_2017-09-30,,2017-09-30,449,3,97,323,后河财富,417,,417,1104,0,42,11.08,11.8,12.14,11.96,11.96,6359.83,3369.62,9778.32,441.79,2489.39,1.93,45.01,6.3,64.91,
417_2017-10-31,,2017-10-31,464,2,105,378,后河财富,417,,417,988,0,55,10.94,11.9,11.44,12.07,11.97,3721.37,2356.74,9232.76,8595.13,6110.13,2.22,46.96,7.01,66.82,
417_2017-11-30,,2017-11-30,479,3,141,493,后河财富,417,,417,934,0,27,12.11,11.97,12.09,12.37,12.06,5993.62,2490.25,21373.37,46646.24,33319.83,1.96,44.77,6.58,64.85,
417_2017-12-31,,2017-12-31,435,4,128,357,后河财富,417,,417,848,0,1,11,11.37,11.37,10.92,11.85,1625.93,4256.23,7867.95,2671.31,6290.79,1.59,41.34,5.47,62.36,
417_2018-01-31,,2018-01-31,498,5,131,442,后河财富,417,,417,910,0,2,11.73,12.26,12.71,12.38,11.8,2764.1,9207.04,11709.58,6347.77,11055.29,1.49,37.23,5.04,59.8,
417_2018-02-28,,2018-02-28,408,3,117,343,后河财富,417,,417,767,0,3,10.8,10.8,10.85,10.8,11.77,2159.86,2971.37,5599.07,6566.88,5869.92,1.4,36.47,4.76,59.42,
417_2018-03-31,,2018-03-31,429,9,140,413,后河财富,417,,417,1190,0,3,11.08,10.8,10.85,10.85,11.83,621.75,2167.46,4040.69,9130.2,4015.7,1.17,35.1,4.13,58.6,
671_2017-07-31,,2017-07-31,1421,7,669,2579,九斗鱼,671,,671,28,89,45,9.21,10.4,10.05,11.3,11.77,81314.26,60303.9,52958.43,34971.35,100197.73,9.61,5.07,33.34,13.81,
671_2017-08-31,,2017-08-31,1450,9,692,2653,九斗鱼,671,,671,63,104,69,9.05,9.94,10,11,11.53,75868.44,76008.05,34965.17,58502.3,74532.32,9.06,5.24,31.94,13.41,
671_2017-09-30,,2017-09-30,1522,7,531,2570,九斗鱼,671,,671,30,81,118,9.11,9.83,10,11,11.67,76901.11,68049.32,14204,38581.83,85326.66,8.69,6.19,29.9,14.37,
671_2017-10-31,,2017-10-31,1390,6,561,2601,九斗鱼,671,,671,32,74,80,9.08,10,10,11,11.71,123588.6,84920.12,102783,52114.62,96984.85,8.9,6.06,29.78,14.12,
671_2017-11-30,,2017-11-30,1773,11,678,2980,九斗鱼,671,,671,43,68,188,9.11,10,10,11,11.66,77715.92,69352.54,90173.4,41774.83,86229.21,8.82,5.82,28.86,14.02,
671_2017-12-31,,2017-12-31,1729,9,701,2820,九斗鱼,671,,671,40,0,384,9.05,10.03,10,11,11.67,55466.07,30656.5,58957,20992.53,78904.53,8.79,5.26,27.18,14.03,
671_2018-01-31,,2018-01-31,1741,13,706,2939,九斗鱼,671,,671,40,2,363,8.45,9.49,10,11.36,12.29,49299.8,42292.98,41637.27,27869.1,58963.24,6.73,5,19.33,13.68,
671_2018-02-28,,2018-02-28,1892,12,727,3003,九斗鱼,671,,671,63,17,338,8.53,9.1,0,11.24,12.36,34785.66,37724.54,0,27116.7,72800.78,5.29,4.61,12.53,13.25,
671_2018-03-31,,2018-03-31,2098,13,767,3237,九斗鱼,671,,671,27,24,326,8.91,0,0,11.01,11.75,38543.46,0,0,32531.58,87806.04,3.86,4.62,9.24,13.2,
671_2018-04-30,,2018-04-30,2037,10,709,2986,九斗鱼,671,,671,13,33,290,9.02,0,0,11.02,11.76,54358.08,0,0,57744.21,103549.78,2.22,4.53,7.1,13.16,
671_2018-05-31,,2018-05-31,2377,7,515,2836,九斗鱼,671,,671,5,17,253,9.2,9.34,0,11.47,12.1,49134.27,55291,0,52636.63,194968.98,1.29,4.42,6.02,12.79,
671_2018-06-30,,2018-06-30,1989,7,434,2409,九斗鱼,671,,671,4,0,224,9.44,0,0,11.47,12.47,58244.85,0,0,45637.25,201507.31,1.19,4.19,5.94,12.59,
881_2017-07-31,,2017-07-31,767,12,698,1389,图腾贷,881,,881,20147,1,180,12.89,12.16,12.08,12.36,14,429.5,1101.35,822.79,1907.7,1903.87,1.7,8.78,4.89,20.52,
881_2017-08-31,,2017-08-31,802,9,723,1586,图腾贷,881,,881,16232,3,189,12.28,12.9,12.02,12.19,13.69,580.9,2390.61,857.11,2073.58,1375.84,1.58,7.44,4.31,18.61,
881_2017-09-30,,2017-09-30,854,9,935,1769,图腾贷,881,,881,18972,4,207,12.09,12.56,12.06,12.29,13.83,2795.17,1905.71,765.07,2550.39,2119.63,1.32,6.76,3.66,16.86,
881_2017-10-31,,2017-10-31,757,13,1000,1794,图腾贷,881,,881,21644,2,207,11.55,11.69,12.03,12.35,14.06,291.74,3628.14,656.37,1266.36,1004.89,1.14,6.04,3.21,15.59,
881_2017-11-30,,2017-11-30,712,20,1119,1788,图腾贷,881,,881,29581,2,151,10.69,11.39,12,12.08,13.71,919.59,2336.32,576.64,1686.03,922.36,1.09,5.68,2.9,14.72,
881_2017-12-31,,2017-12-31,675,27,1247,1667,图腾贷,881,,881,37018,1,62,12.07,11.26,12.33,12.34,13.48,238.07,1730.24,365.02,1217,790.19,0.64,6.75,2.13,15.4,
881_2018-01-31,,2018-01-31,650,47,1297,1368,图腾贷,881,,881,30902,0,14,12.06,11.26,11.95,11.91,13.62,24.31,565.78,378.83,206.48,267.52,0.54,7,1.81,15.75,
881_2018-02-28,,2018-02-28,682,21,1010,1334,图腾贷,881,,881,20477,0,0,11.9,11.22,12.07,12.05,13.9,738.23,542.14,965.36,590.68,427.35,0.51,6.43,1.71,15.43,
881_2018-03-31,,2018-03-31,536,38,1154,1395,图腾贷,881,,881,22892,0,1,13.04,10.38,11.89,11.44,13.17,278.42,365.1,259,277.23,543.83,0.44,5.39,1.26,14.42,
881_2018-04-30,,2018-04-30,577,28,979,1329,图腾贷,881,,881,19259,0,0,12.53,10.28,12.76,11.33,12.53,573.78,781.93,488.07,469.36,664.67,0.41,5.97,1.08,15.74,
881_2018-05-31,,2018-05-31,573,30,996,1306,图腾贷,881,,881,36186,0,0,12.47,9.74,13.12,10.54,11.45,420.28,1089.47,1229.13,2451.99,2185.57,0.17,5.92,0.83,15.75,
881_2018-06-30,,2018-06-30,635,11,838,1611,图腾贷,881,,881,26871,0,0,12.04,9.35,11.99,10.25,10.62,497.89,2275.51,1018.24,4125.65,2483.03,0.19,4.98,0.94,15.11,
628_2017-07-31,,2017-07-31,2080,31,404,886,石投金融,628,,628,1034,6,15,0,7.07,0,8,8.82,0,32824.18,0,11592.7,11267.55,60.09,10.96,65.14,30.78,
628_2017-08-31,,2017-08-31,2480,26,411,1088,石投金融,628,,628,889,6,1,0,7.22,0,8.01,8.77,0,51497.88,0,17464.5,8533.15,54.05,11.03,58.68,30.71,
628_2017-09-30,,2017-09-30,2475,22,397,1027,石投金融,628,,628,1235,1,21,0,7.66,7.5,8,8.91,0,19069.73,49967.4,11012.04,8575.92,38.91,11.93,42.65,31.36,
628_2017-10-31,,2017-10-31,2065,14,392,1061,石投金融,628,,628,1349,0,6,0,7.46,7.5,8,8.87,0,22485.15,41769.83,11231.64,25638.46,26.92,10.94,30.06,30.57,
628_2017-11-30,,2017-11-30,1302,29,469,1084,石投金融,628,,628,2026,0,17,0,8.33,10.33,9.11,10.4,0,21583.92,34108.46,6584.55,8641.63,11.56,10.99,15.24,30.21,
628_2017-12-31,,2017-12-31,1006,23,435,1025,石投金融,628,,628,2077,0,25,0,7.28,0,8.19,8.92,0,18679.07,0,6202.22,6707.9,1.6,10.21,6.54,29.38,
628_2018-01-31,,2018-01-31,992,41,517,1047,石投金融,628,,628,2022,0,98,0,7.3,7.5,8.12,8.88,0,42048.42,5566.42,11858.17,26421.17,1.55,9.87,7.76,27.56,
628_2018-02-28,,2018-02-28,853,11,246,674,石投金融,628,,628,741,0,34,0,7.52,7.5,8.06,8.96,0,29053.59,18140.38,6031.24,9940.53,1.71,9.68,8.55,28.44,
628_2018-03-31,,2018-03-31,1021,22,423,1055,石投金融,628,,628,1600,1,69,0,7.39,0,8.01,8.95,0,20979.68,0,3572.83,19673.97,1.79,8.66,8.3,27.19,
628_2018-04-30,,2018-04-30,1394,8,298,978,石投金融,628,,628,715,1,44,0,7.55,7.5,8.16,9.19,0,47048.57,60842,13692.35,39464.65,1.62,8.46,8.1,26.62,
628_2018-05-31,,2018-05-31,1151,15,313,870,石投金融,628,,628,873,0,59,0,7.19,7.5,8.14,8.85,0,39530.09,21986.05,18495.1,15599.75,1.55,8.44,7.76,26.44,
628_2018-06-30,,2018-06-30,866,17,335,937,石投金融,628,,628,912,0,50,0,7.06,7.5,8.08,8.7,0,41190.7,33816.9,17430.45,17775.86,1.56,8.55,7.82,26.69,
1437_2017-05-31,,2017-05-31,4098,8,451,2602,华人金融,1437,,1437,80,30,35,9.06,7.38,8.8,9.07,10.22,40841.28,2820.5,12838.98,24515.7,25766.87,60.04,4.49,86.21,12.53,
1437_2017-06-30,,2017-06-30,2252,3,222,1357,华人金融,1437,,1437,47,33,32,7.45,6.5,8.26,8.7,10.47,24489.35,194.67,1160.5,1083.19,5353.64,58.83,4.88,81.32,13.09,
1437_2017-07-31,,2017-07-31,565,3,230,835,华人金融,1437,,1437,38,10,30,6.64,7,7.87,8.58,9.9,142.52,240,163.67,237.58,291.41,58.61,5.7,81.7,14.42,
1437_2017-08-31,,2017-08-31,921,3,302,1133,华人金融,1437,,1437,66,12,57,6.21,6.83,7.8,8.33,9.79,172.84,666.66,2005,543.46,1251.82,50.35,6.37,76.4,15.79,
1437_2017-09-30,,2017-09-30,1671,3,294,1712,华人金融,1437,,1437,68,20,41,6.05,6.75,7.77,8.97,10.33,464.29,4930.77,12290.33,13116.62,11985.25,49.96,6.36,74.16,15.67,
1437_2017-10-31,,2017-10-31,1428,0,94,912,华人金融,1437,,1437,0,1,0,6.06,6.63,7.68,8.46,10.13,1201.17,888.5,4012.33,217.13,4562.32,57.24,6.02,80.13,14.96,
1437_2017-11-30,,2017-11-30,1425,2,91,769,华人金融,1437,,1437,0,1,0,0,6.8,7.6,8.25,10.1,0,118.3,14449.5,1359.07,2919.2,60.58,5.96,84.63,15.25,
1437_2017-12-31,,2017-12-31,1318,5,165,995,华人金融,1437,,1437,0,1,0,0,6.68,0,7.88,10.84,0,2728.77,0,3247.66,2897.09,85.09,6.32,91.41,17.07,
1437_2018-01-31,,2018-01-31,603,4,186,574,华人金融,1437,,1437,0,1,0,0,7,0,8.06,10.02,0,4.75,0,1923.31,222.83,100,10.29,100,25.99,
1437_2018-02-28,,2018-02-28,600,0,57,476,华人金融,1437,,1437,0,1,0,0,0,7.6,8,9.79,0,0,27504.8,7471.31,2887.27,100,9.37,100,24.87,
1437_2018-03-31,,2018-03-31,186,0,9,92,华人金融,1437,,1437,0,1,0,0,0,7.6,8.1,9.98,0,0,9311,5604.5,24.27,100,9.45,100,25.87,
1437_2018-04-30,,2018-04-30,180,0,3,82,华人金融,1437,,1437,0,1,0,0,0,0,0,10,0,0,0,0,226.59,100,9.62,100,26.48,
169_2017-08-31,,2017-08-31,22621,59,2805,17031,爱投资,169,,169,12156,0,1670,6.46,6.5,7.73,8.8,11.8,13982.68,36425.88,61809.33,61301.2,48968.61,0.22,1.45,1.06,3.96,
169_2017-09-30,,2017-09-30,21172,33,2673,16651,爱投资,169,,169,5588,228,1812,6.47,6.51,7.87,9.64,11.95,4784.73,12778.47,9892,10442.78,18322.64,0.26,1.48,1.23,3.94,
169_2017-10-31,,2017-10-31,20891,34,2729,18257,爱投资,169,,169,1933,393,439,6.5,6.71,7.34,8,11.74,3858.38,2697.65,9040.93,4018.15,6685.67,0.48,1.44,2.34,3.82,
169_2017-11-30,,2017-11-30,24115,35,2762,19419,爱投资,169,,169,4012,411,691,6.5,6.92,7.97,9.39,12.1,5492.99,1237.16,5646.05,3559.89,4419.56,0.46,1.39,2.24,3.73,
169_2017-12-31,,2017-12-31,23478,31,2409,18895,爱投资,169,,169,2285,452,598,6.5,6.67,7.56,8.11,11.75,9530.55,4548.09,9069.97,8602.58,6467.12,0.74,1.39,3.45,3.72,
169_2018-01-31,,2018-01-31,20700,33,2184,16535,爱投资,169,,169,3267,382,889,6.3,6.54,7.12,8,11.98,7446.67,6762.09,11413.63,4476.3,5612.85,0.73,1.36,3.41,3.7,
169_2018-02-28,,2018-02-28,20296,13,1887,16655,爱投资,169,,169,2006,397,535,6.5,6.86,7.71,9.63,12.23,5153.65,11271.48,10436.67,7048.23,4414.32,0.71,1.31,3.37,3.62,
169_2018-03-31,,2018-03-31,22546,26,3010,22043,爱投资,169,,169,987,490,576,6.5,6.95,7.27,8.04,11.53,4914.5,4707.56,12155.28,4920.16,4140.13,0.69,1.24,3.45,3.53,
169_2018-04-30,,2018-04-30,21855,25,2502,19475,爱投资,169,,169,3814,457,638,6.49,6.87,7.23,9.64,11.95,5365.6,4251.85,5146.01,4116.75,2979.16,0.66,1.22,3.23,3.48,
169_2018-05-31,,2018-05-31,20175,29,2709,19340,爱投资,169,,169,4295,571,403,6.48,6.88,7.26,8,11.86,8231.49,20385.03,12406.4,4425.15,3861.86,0.9,1.2,4.28,3.45,
169_2018-06-30,,2018-06-30,21511,20,2428,18374,爱投资,169,,169,4748,436,580,6.35,6.97,7.05,8.38,11.03,4380.07,7497.63,4569.9,7245.34,7166.85,0.9,1.15,4.31,3.41,
169_2018-07-31,,2018-07-31,10592,1,380,5825,爱投资,169,,169,1241,77,247,6.48,7,7.69,8.5,11.4,7626.8,6099.12,10306.04,2540.1,12631.26,0.93,1.15,4.44,3.43,
217_2017-07-31,,2017-07-31,1335,0,9,183,宝点网,217,,217,68,1,5,0,0,0,12.05,12.77,0,0,0,96031.79,204930.13,43.1,6.59,86.71,17.69,
217_2017-08-31,,2017-08-31,1730,9,271,1211,宝点网,217,,217,124,35,18,0,11.8,0,12.07,13.36,0,219766.2,0,186689.61,109784.3,34.13,6.05,57.72,16.88,
217_2017-09-30,,2017-09-30,1367,2,164,950,宝点网,217,,217,178,19,33,0,8.08,8.4,12.05,13.27,0,9126,506466,253382.58,101926.58,28.97,6.52,43.51,17.85,
217_2017-10-31,,2017-10-31,1235,0,121,858,宝点网,217,,217,117,15,31,0,7.4,0,12.06,13.23,0,106483.44,0,176700.53,130974.37,23.6,6.43,32.7,17.95,
217_2017-11-30,,2017-11-30,1394,0,125,950,宝点网,217,,217,175,25,14,0,7.4,0,11.96,13.13,0,8329.95,0,189869.88,195176.71,19.14,6.89,27.78,19.05,
217_2017-12-31,,2017-12-31,1465,0,100,861,宝点网,217,,217,188,15,27,0,7.4,0,11.88,13.55,0,22497.93,0,180654.68,79717.39,13.34,7.27,22.84,20.33,
217_2018-01-31,,2018-01-31,2069,0,177,1315,宝点网,217,,217,615,6,101,0,7.53,0,11.79,13.21,0,65234.63,0,314142.19,135912.12,8.71,7.32,19.34,20.87,
217_2018-02-28,,2018-02-28,1358,4,257,1345,宝点网,217,,217,720,9,126,0,7.48,0,11.72,13.17,0,52757.51,0,132018.64,72731.71,7.25,7.29,18.75,21.27,
217_2018-03-31,,2018-03-31,1571,1,188,1270,宝点网,217,,217,504,5,103,0,8.33,0,11.76,12.92,0,80082.07,0,76009.94,185158.66,7.26,7.27,19.61,21.28,
217_2018-04-30,,2018-04-30,1098,0,106,852,宝点网,217,,217,356,3,62,0,8.85,0,11.74,12.88,0,138383.06,0,188455.64,284773.37,7.74,7.07,21.14,21.02,
217_2018-05-31,,2018-05-31,1200,1,144,753,宝点网,217,,217,358,2,69,0,8.56,0,11.51,13.09,0,158008.48,0,135416.31,128271.22,7.5,7.32,21,21.58,
217_2018-06-30,,2018-06-30,789,2,64,809,宝点网,217,,217,44,0,68,0,7.7,0,11.14,12.73,0,91679.94,0,184177,189504.93,6.36,7.74,18.42,22.71,
1095_2017-07-31,,2017-07-31,703,35,417,928,聚优财,1095,,1095,1381,15,22,6.95,7.2,7.49,7.67,8.46,25537,29332.87,29243.42,21043.25,32538.73,103.45,18.29,123.87,38.27,
1095_2017-08-31,,2017-08-31,911,53,581,1020,聚优财,1095,,1095,2147,9,51,6.88,7.16,7.57,8.06,8.71,24293.6,30542.98,24235.09,12639.56,33608.36,97.85,16.75,109.56,36.88,
1095_2017-09-30,,2017-09-30,576,35,557,996,聚优财,1095,,1095,5100,2,67,6.99,7.22,7.5,7.99,8.62,23903.55,24503.94,29581.95,13501.51,20935.03,89.34,16.24,99.5,36.06,
1095_2017-10-31,,2017-10-31,470,32,511,962,聚优财,1095,,1095,6493,8,52,6.88,7.23,7.57,8.03,8.62,28187.87,34287.58,31444.08,16621.74,28031.23,80.38,15.6,88.86,34.9,
1095_2017-11-30,,2017-11-30,443,50,608,966,聚优财,1095,,1095,5708,1,85,6.86,7.26,7.53,8.01,8.59,27053.51,37252.06,20243.7,14382.22,25322.25,73.83,14.35,80.58,33.27,
1095_2017-12-31,,2017-12-31,371,86,699,963,聚优财,1095,,1095,10115,4,66,6.88,7.24,7.42,7.71,8.78,27380.11,32698.33,13067.92,23149.33,21236.96,12.99,18.97,24.17,51.68,
1095_2018-01-31,,2018-01-31,408,72,608,918,聚优财,1095,,1095,8677,0,50,6.96,6.92,7.24,7.54,8.74,26151.71,28773.61,35876.31,37175,29680.53,7.21,31.42,24.51,78.54,
1095_2018-02-28,,2018-02-28,370,47,593,1013,聚优财,1095,,1095,7460,1,50,6.97,6.97,7.32,7.61,8.59,34477.73,28287.92,29207.6,39029.38,36570.68,3.65,20.38,13.18,48.93,
1095_2018-03-31,,2018-03-31,442,37,628,1109,聚优财,1095,,1095,8269,4,51,6.89,7.2,7.51,7.64,8.53,24250.9,36578.65,27437.94,17734.96,15348.25,2.36,17.04,9.7,40.67,
1095_2018-04-30,,2018-04-30,331,28,427,816,聚优财,1095,,1095,1501,11,122,6.85,7.2,7.48,7.76,8.48,11827.19,10501.38,13583.88,10851.55,7217.22,2.16,15.96,8.59,37.48,
1095_2018-05-31,,2018-05-31,444,42,589,1011,聚优财,1095,,1095,5783,18,160,6.87,7.18,7.32,7.66,8.77,24438.6,26255.85,23448.6,26209.39,25229.84,2.24,13.13,7.45,32.18,
1095_2018-06-30,,2018-06-30,402,31,512,900,聚优财,1095,,1095,5962,14,153,6.85,7.44,8.13,7.74,8.67,26036.12,16853.33,11672.41,18374.19,32590.37,2.28,13.72,7.08,32.43,
4892_2017-06-30,,2017-06-30,21,50,80,50,红金宝,4892,,4892,10,0,1,0,0,0,0,0,0,0,0,0,0,100,48.6,100,86.03,
4892_2017-07-31,,2017-07-31,25,50,83,53,红金宝,4892,,4892,16,0,3,11.41,12,0,0,0,17.05,8031.85,0,0,0,100,48.93,100,85.8,
4892_2017-08-31,,2017-08-31,16,52,89,47,红金宝,4892,,4892,7,0,7,10.58,11.27,0,0,0,284.42,44441.08,0,0,0,100,48.01,100,85.35,
4892_2017-09-30,,2017-09-30,19,48,81,59,红金宝,4892,,4892,17,0,0,6.42,10.8,0,0,0,0,6762.11,0,0,0,100,48.85,100,85.47,
4892_2017-10-31,,2017-10-31,20,53,83,59,红金宝,4892,,4892,17,0,0,10.81,10.8,12,12,0,0,15948.7,0,2570.6,0,100,49.21,100,86.03,
4892_2017-11-30,,2017-11-30,19,50,79,61,红金宝,4892,,4892,18,0,5,10.8,10.8,12,12.37,0,0,7650.04,0,29315.03,0,100,48.98,100,86.42,
4892_2017-12-31,,2017-12-31,18,42,80,70,红金宝,4892,,4892,23,0,4,5.23,10.8,12.5,12,0,0,35263.72,0,41779.41,0,100,47.22,100,85.48,
4892_2018-01-31,,2018-01-31,37,33,65,79,红金宝,4892,,4892,23,1,1,11.1,11.83,12.25,12,0,0,4037.03,0,42724.73,0,100,47.14,100,85.82,
4892_2018-02-28,,2018-02-28,26,29,65,81,红金宝,4892,,4892,37,1,0,12.27,12.02,12,12.27,0,55.91,145410.38,0,3815627.12,0,100,46.18,100,85.47,
4892_2018-03-31,,2018-03-31,15,46,72,73,红金宝,4892,,4892,39,1,2,10.43,11.96,12,12,0,47.07,237777.24,0,700524.12,0,100,46.39,100,86.43,
4892_2018-04-30,,2018-04-30,28,47,81,68,红金宝,4892,,4892,47,1,3,18.57,11.9,12.96,12,0,0,257853.84,0,108118.21,0,100,46.55,100,85.31,
4892_2018-05-31,,2018-05-31,21,41,82,68,红金宝,4892,,4892,37,1,3,17.15,11.94,9.37,12,0,176.48,174764.14,0,186940.77,0,100,46.99,100,85.88,
822_2017-04-30,,2017-04-30,89,8,185,258,广金金服,822,,822,2,7,0,6.1,6.14,6.17,0,6.59,2502.74,4947.13,11499.05,0,804,96.93,15.8,100,43.96,
822_2017-05-31,,2017-05-31,59,6,156,243,广金金服,822,,822,4,5,1,6.1,6.13,6.2,6.22,6.49,26492.5,1403.18,10445.03,92374,65.75,98.89,19.92,100,44.92,
822_2017-06-30,,2017-06-30,89,9,198,286,广金金服,822,,822,3,5,3,6.1,6.13,6.25,6.5,6.7,1253.14,25064.56,1387.77,0,2603.8,98.68,20.8,100,45.13,
822_2017-07-31,,2017-07-31,42,3,122,233,广金金服,822,,822,0,6,2,6.15,6.15,6.25,6.35,6.92,1170.5,626.67,17.5,205.3,3.08,97.32,18.15,100,44.72,
822_2017-08-31,,2017-08-31,91,3,100,204,广金金服,822,,822,4,4,0,6.17,6.25,6.31,6.25,6.62,3713.5,2861.5,1389.8,2039.1,1088.22,98.37,21.18,100,47.37,
822_2017-09-30,,2017-09-30,73,6,160,241,广金金服,822,,822,1,3,1,0,0,7.43,6.39,6.52,0,0,70.2,35892.79,2361,98.53,22.05,100,48.39,
822_2017-10-31,,2017-10-31,90,6,145,257,广金金服,822,,822,0,2,2,0,0,7.29,0,6.76,0,0,173.41,0,28894.33,98.63,21.94,100,48.43,
822_2017-11-30,,2017-11-30,103,5,162,246,广金金服,822,,822,3,4,2,0,6.4,8,6.5,6.88,0,7134.56,100.61,12163.5,8781.7,98.82,22.15,100,48,
822_2017-12-31,,2017-12-31,102,8,123,252,广金金服,822,,822,4,4,9,0,6.39,0,7.81,7.09,0,3360.58,0,49.81,15165.38,96.63,21.87,100,47.8,
822_2018-01-31,,2018-01-31,66,2,49,183,广金金服,822,,822,3,4,8,6.3,6.3,6.4,6.5,7.7,35.33,193.75,21,208.61,5.42,90.94,18.82,100,45.79,
822_2018-02-28,,2018-02-28,23,1,33,189,广金金服,822,,822,3,3,5,0,6.3,6.44,0,7.91,0,286.5,201.3,0,219.72,87.26,20.99,100,49.06,
822_2018-03-31,,2018-03-31,64,1,41,172,广金金服,822,,822,5,5,13,6.3,6.3,6.5,6.7,8.24,1271,90.5,115.85,5388,0.11,77.42,20.63,100,52.38,
1959_2017-04-30,,2017-04-30,234,0,32,196,房易贷,1959,,1959,8,6,9,0,10.64,0,10.4,13.27,0,45.5,0,1847,104.29,18.8,14.26,62.93,35.4,
1959_2017-05-31,,2017-05-31,248,0,39,218,房易贷,1959,,1959,4,5,12,0,0,0,10.81,13.08,0,0,0,9757.6,1307.98,16.44,13.73,57.53,35.3,
1959_2017-06-30,,2017-06-30,296,0,28,219,房易贷,1959,,1959,8,4,11,0,0,0,10.4,13.15,0,0,0,7942,17829.48,15.47,12.63,54.15,34.66,
1959_2017-07-31,,2017-07-31,221,1,38,198,房易贷,1959,,1959,3,7,11,0,10,0,10.4,13.15,0,1844,0,3644,7954.32,14.21,12.9,50.25,34.81,
1959_2017-08-31,,2017-08-31,256,0,29,245,房易贷,1959,,1959,3,2,11,0,0,0,10.4,12.89,0,0,0,46.67,7063.83,16.99,12.28,51.17,33.53,
1959_2017-09-30,,2017-09-30,286,0,40,205,房易贷,1959,,1959,1,3,6,0,0,0,10.4,13.02,0,0,0,5419,6232.49,23.42,12.24,56.16,33.24,
