_id,background,day,investor_0to1w,investor_100w_up,investor_10to100w,investor_1to10w,name,plat_id,status,wdzj_plat_id,borrower_0to20w,borrower_100w_up,borrower_20to100w,return_rate_diff_0to1m,return_rate_diff_1to2m,return_rate_diff_2to3m,return_rate_diff_3to6m,return_rate_diff_6m_up,complete_time_diff_0to1m,complete_time_diff_1to2m,complete_time_diff_2to3m,complete_time_diff_3to6m,complete_time_diff_6m_up,top_ten_borrower_to_repay,top_ten_investor_to_receice,top_fifty_borrower_to_repay,top_fifty_investor_to_receice,finished
lufax_2017-08-31,上市系,2017-08-31,35587,1246,40803,99292,陆金服,lufax,normal,59,100070,0,60747,4.17,5.06,0,6.05,8.3,0,0,0,0,0,0.01,2.81,0.02,6.14,1
lufax_2017-09-30,上市系,2017-09-30,50069,920,26266,71384,陆金服,lufax,normal,59,73351,0,41554,4.65,5.26,0,6.07,8.28,0,0,0,0,0,0,2.59,0.02,5.67,1
lufax_2017-10-31,上市系,2017-10-31,56229,571,21912,57393,陆金服,lufax,normal,59,61070,0,31940,5.17,5.3,0,6.1,8.38,0,0,0,0,0,0,2.41,0.02,5.29,1
lufax_2017-11-30,上市系,2017-11-30,60733,590,24037,64934,陆金服,lufax,normal,59,65234,0,36428,0,5.3,0,6.16,8.37,0,0,0,0,0,0,2.22,0.02,4.89,1
lufax_2017-12-31,上市系,2017-12-31,64083,651,27970,75047,陆金服,lufax,normal,59,79756,0,41459,0,5.3,0,6.52,8.38,0,0,0,0,0,0,2.02,0.02,4.46,1
lufax_2018-01-31,上市系,2018-01-31,101446,855,29779,92605,陆金服,lufax,normal,59,261169,0,45,0,5.3,0,7.22,8.36,0,0,0,0,0,0,1.86,0.02,4.11,1
lufax_2018-02-28,上市系,2018-02-28,95034,916,39407,105308,陆金服,lufax,normal,59,489009,0,103,0,5.3,0,7.51,8.38,0,0,0,0,0,0,1.69,0.02,3.73,1
lufax_2018-03-31,上市系,2018-03-31,116960,669,33268,110962,陆金服,lufax,normal,59,337604,0,35,0,5.3,0,6.87,8.37,0,0,0,0,0,0,1.53,0.01,3.35,1
lufax_2018-04-30,上市系,2018-04-30,123512,306,17437,69960,陆金服,lufax,normal,59,109786,0,22,0,5.3,0,6.38,8.36,0,0,0,0,0,0,1.38,0.01,3.03,1
lufax_2018-05-31,上市系,2018-05-31,124265,551,20851,76358,陆金服,lufax,normal,59,130028,0,1318,0,5.3,0,6.44,8.35,0,0,0,0,0,0,1.22,0.01,2.68,1
lufax_2018-06-30,上市系,2018-06-30,111751,889,21460,80123,陆金服,lufax,normal,59,261830,0,2,0,5.3,0,6.44,8.36,0,0,0,0,0,0,1.07,0.01,2.38,1
lufax_2018-07-31,上市系,2018-07-31,77376,951,27875,82858,陆金服,lufax,normal,59,375435,0,3,0,5.3,0,6.53,8.36,0,0,0,0,0,0,0.92,0.01,2.08,1
my089_2017-08-31,民营系,2017-08-31,26780,1178,20170,41371,红岭创投,my089,normal,60,4066,2294,5387,6.45,8.97,8.58,8.82,10.47,1420.98,500.71,4903.13,5172.73,10025.72,8.72,0.85,24.79,2.85,
my089_2017-09-30,民营系,2017-09-30,29354,1117,20317,41392,红岭创投,my089,normal,60,2591,2292,4871,7.01,9.13,8.97,8.48,10.33,1606.58,491.39,7026.2,22144.79,14058.82,7.84,0.89,23.05,2.92,
my089_2017-10-31,民营系,2017-10-31,27854,1038,19772,41568,红岭创投,my089,normal,60,2552,2152,4660,5.78,8.94,8.73,8.59,10.29,1658.85,541.25,3711.64,16705.25,21148.07,7.77,0.94,22.63,3.02,
my089_2017-11-30,民营系,2017-11-30,25121,1066,20312,40712,红岭创投,my089,normal,60,2650,2196,5118,5.93,8.8,8.58,8.51,10.28,1650.2,553.13,1902.25,13747.31,14016.08,7.45,1.02,21.62,3.13,
my089_2017-12-31,民营系,2017-12-31,25179,1120,21385,40974,红岭创投,my089,normal,60,2424,2229,4872,7.1,8.99,8.89,8.52,10.45,1295.44,523.35,7688.68,19305.3,25244.72,6.05,1.1,18.96,3.28,
my089_2018-01-31,民营系,2018-01-31,24109,1073,21991,39637,红岭创投,my089,normal,60,2385,2308,4690,6.42,9.01,9,8.65,10.87,1437.69,511.67,4509.68,25080.84,23807.27,5.79,1.02,17.84,3.06,
my089_2018-02-28,民营系,2018-02-28,23121,1118,21629,39715,红岭创投,my089,normal,60,2523,2212,4038,6.84,8.77,8.37,8.44,10.26,1300.79,519.41,2152.06,6918.46,11351.73,5.54,1.04,16.39,3.01,
my089_2018-03-31,民营系,2018-03-31,26025,1139,21502,40661,红岭创投,my089,normal,60,2678,2137,3504,5.45,8.36,8.12,8.14,9.47,1562.84,529,3172.01,7028.01,5815.18,5.56,1.04,13.31,3,
my089_2018-04-30,民营系,2018-04-30,25476,1192,21797,39963,红岭创投,my089,normal,60,2621,2175,3778,6.3,8.69,8.51,8.2,10.15,1282.08,522.48,6244.1,13754.18,16334.36,5.14,1.26,11.61,3.45,
my089_2018-05-31,民营系,2018-05-31,24885,1024,20195,38673,红岭创投,my089,normal,60,3599,2047,3179,5.62,8.78,8.58,8.43,9.98,1405.89,589.84,3877.45,14928.68,13496.6,5.09,1.13,10.55,3.29,
my089_2018-06-30,民营系,2018-06-30,24043,1085,19586,37913,红岭创投,my089,normal,60,3374,1966,2997,6.61,8.84,8.86,8.48,10.03,1389.73,542,615.55,9663.81,16748.08,4.41,1.14,9.71,3.4,
my089_2018-07-31,民营系,2018-07-31,25134,1001,18665,38194,红岭创投,my089,normal,60,2949,1904,2801,10.93,11.68,9.12,10.11,10.37,1158.59,459.74,986.92,13745.6,50050.47,4.69,1.24,10.16,3.51,
wd5_2017-08-31,上市系,2017-08-31,45311,641,16912,66231,微贷网,wd5,normal,38,118132,161,4371,6.17,7.52,7.66,8.19,9.43,92.48,132.99,132.74,74499.5,3574149.11,0.42,4.88,1.61,7.77,
wd5_2017-09-30,上市系,2017-09-30,45124,490,15394,63990,微贷网,wd5,normal,38,192822,12,1499,6.31,7.34,7.28,7.99,9.41,17.55,285.89,62654.55,636835.09,2242222.77,0.41,4.45,1.6,7.29,
wd5_2017-10-31,上市系,2017-10-31,60404,643,18278,71137,微贷网,wd5,normal,38,582549,23,1797,5.63,7.29,7.26,7.88,9.37,29.01,1278.51,32111.02,238862.33,1580159.77,0.31,4.83,1.15,7.48,
wd5_2017-11-30,上市系,2017-11-30,86232,407,13988,65385,微贷网,wd5,normal,38,839441,32,1042,5.53,7.3,7.27,7.88,9.17,118.61,14843.51,196548.94,424060.09,793026.79,0.31,5.57,0.98,8.41,
wd5_2017-12-31,上市系,2017-12-31,92570,545,16829,71712,微贷网,wd5,normal,38,199342,102,1700,5.23,7.27,7.27,7.73,9.18,1611.33,38742.74,605650.68,1157901.27,2078133.14,0.09,6.06,0.34,8.52,
wd5_2018-01-31,上市系,2018-01-31,67783,640,19459,74045,微贷网,wd5,normal,38,107678,131,1673,3.44,7.16,7.25,7.72,9.3,21040.2,52462.36,505781.83,1746279.6,1480806.33,0.12,5.14,0.39,7.77,
wd5_2018-02-28,上市系,2018-02-28,67796,269,11491,65673,微贷网,wd5,normal,38,67031,107,981,4.04,7.09,7.16,7.89,9.38,88916.57,48396.84,342479.39,1466905.54,1867993.52,0.12,5.55,0.59,8.46,
wd5_2018-03-31,上市系,2018-03-31,86758,450,16387,80091,微贷网,wd5,normal,38,75918,111,1235,3.48,6.63,6.39,7.19,8.81,105921.03,49106.55,846887.74,2430277.05,738896.53,0.12,4.07,0.38,6.64,
wd5_2018-04-30,上市系,2018-04-30,80474,230,8968,61044,微贷网,wd5,normal,38,49801,72,1205,3.75,6.78,6.1,6.89,8.72,98929.58,23979.56,371610.37,705857.07,609837.72,0.13,4.17,0.42,6.65,
wd5_2018-05-31,上市系,2018-05-31,121486,265,9126,62735,微贷网,wd5,normal,38,58132,79,1107,3.64,7.09,6.1,7.06,8.82,39404.08,14602.81,128291.76,84749.02,104010.49,0.12,3.19,0.38,5.48,
wd5_2018-06-30,上市系,2018-06-30,110585,314,11830,69506,微贷网,wd5,normal,38,73417,94,1112,3.46,6.49,6.1,6.69,9.19,21510.1,19692.14,86473.82,89552.33,108447.49,0.11,3.98,0.45,6.17,
wd5_2018-07-31,上市系,2018-07-31,100241,255,9504,62269,微贷网,wd5,normal,38,59326,136,988,3.52,7.23,6.1,6.83,9.21,8137.74,377.79,1514.75,814.99,2070.4,0.11,2.57,0.46,4.9,
57_2017-07-31,,2017-07-31,186396,57,2840,30537,人人贷,57,normal,57,23712,0,0,0,0,0,9,10.1,0,0,0,73.43,425.08,0.03,0.58,0.11,1.7,
57_2017-08-31,,2017-08-31,183127,63,3229,36391,人人贷,57,normal,57,27292,0,0,0,0,0,0,9.87,0,0,0,0,140.66,0.02,0.55,0.1,1.67,
57_2017-09-30,,2017-09-30,190371,66,3310,39182,人人贷,57,normal,57,29446,0,0,0,0,0,0,9.86,0,0,0,0,187.53,0.02,0.55,0.09,1.66,
57_2017-10-31,,2017-10-31,129201,58,3759,31882,人人贷,57,normal,57,25710,0,0,0,0,0,0,9.83,0,0,0,0,485.79,0.02,0.62,0.09,1.93,
57_2017-11-30,,2017-11-30,106010,110,5376,38920,人人贷,57,normal,57,36715,0,0,0,0,0,0,9.8,0,0,0,0,323.65,0.02,0.61,0.08,1.84,
57_2017-12-31,,2017-12-31,166596,133,5892,45422,人人贷,57,normal,57,51460,8,124,0,0,0,0,9.83,0,0,0,0,125.08,0.02,0.61,0.07,1.75,
57_2018-01-31,,2018-01-31,225824,185,9326,89307,人人贷,57,normal,57,132673,34,764,0,0,0,0,9.89,0,0,0,0,68.58,0.01,0.51,0.07,1.5,
57_2018-02-28,,2018-02-28,266130,62,4759,76903,人人贷,57,normal,57,130577,19,476,0,0,0,0,9.84,0,0,0,0,57.51,0.01,0.55,0.06,1.58,
57_2018-03-31,,2018-03-31,255159,78,7746,100560,人人贷,57,normal,57,159974,20,626,0,0,0,0,9.85,0,0,0,0,47.59,0.01,0.53,0.06,1.54,
57_2018-04-30,,2018-04-30,271180,82,6510,89318,人人贷,57,normal,57,138449,15,480,0,0,0,0,9.85,0,0,0,0,76.06,0.01,0.52,0.05,1.53,
57_2018-05-31,,2018-05-31,270967,78,8065,85577,人人贷,57,normal,57,122034,28,518,0,0,0,0,9.86,0,0,0,0,81.54,0.01,0.51,0.05,1.5,
57_2018-06-30,,2018-06-30,255830,168,10609,106816,人人贷,57,normal,57,119508,99,1775,0,0,0,0,9.84,0,0,0,0,98.87,0.01,0.51,0.05,1.53,
yooli_2017-08-31,风投系,2017-08-31,168059,104,9783,56531,有利网,yooli,normal,142,46714,37,6598,0,8.19,8.74,8.13,10.02,0,0,0,0.4,3.3,0.11,1.55,0.4,2.87,
yooli_2017-09-30,风投系,2017-09-30,89496,149,11458,58248,有利网,yooli,normal,142,47027,47,7844,0,7.63,8.89,8.25,10.01,0,0,0,0.03,1.87,0.07,6.7,0.33,8.14,
yooli_2017-10-31,风投系,2017-10-31,77705,152,11273,59943,有利网,yooli,normal,142,49496,28,7095,0,7.6,9,8.67,9.75,0,0,0,0.05,0.9,0.1,4.45,0.37,5.75,
yooli_2017-11-30,风投系,2017-11-30,79166,249,15057,67008,有利网,yooli,normal,142,503428,37,1451,0,7.6,8.65,8.8,9.8,0,0,0.03,0,1.48,0.07,0.55,0.32,1.72,
yooli_2017-12-31,风投系,2017-12-31,86704,250,14695,67253,有利网,yooli,normal,142,294513,28,1769,0,7.6,8.81,8.75,9.77,0,0,0.02,0.01,0.67,0.06,0.53,0.3,1.66,
yooli_2018-01-31,风投系,2018-01-31,164041,162,11890,59938,有利网,yooli,normal,142,442045,27,1555,0,7.6,8.96,8.68,9.65,0,0,0,0.03,0.25,0.06,0.53,0.29,1.65,
yooli_2018-02-28,风投系,2018-02-28,95303,116,8947,46822,有利网,yooli,normal,142,308311,22,1332,0,7.6,9,8.88,9.55,0,0,0,0.08,0.55,0.06,0.51,0.29,1.64,
yooli_2018-03-31,风投系,2018-03-31,118503,301,18731,76905,有利网,yooli,normal,142,481665,51,2267,0,7.6,9,8.93,9.15,0,0,0,0,0.11,0.05,0.48,0.27,1.57,
yooli_2018-04-30,风投系,2018-04-30,77926,96,9784,57488,有利网,yooli,normal,142,313185,60,2355,0,7.6,9,8.76,9.33,0,0,0,0,0.14,0.05,0.49,0.26,1.59,
yooli_2018-05-31,风投系,2018-05-31,90727,130,12719,71440,有利网,yooli,normal,142,340125,78,2913,0,7.6,9,8.75,9.22,0,0.07,0,0.01,0.27,0.05,0.5,0.25,1.61,
yooli_2018-06-30,风投系,2018-06-30,123708,75,8722,56785,有利网,yooli,normal,142,298713,66,2389,0,7.6,9,8.91,9.4,0,0,0,0,1.02,0.05,0.53,0.25,1.64,
yooli_2018-07-31,风投系,2018-07-31,100341,168,11105,63786,有利网,yooli,normal,142,192434,123,4037,0,7.6,9,8.76,9.19,0,0,0,0,0.24,0.05,0.54,0.26,1.67,
xiaoniu88_2017-08-31,民营系,2017-08-31,93145,62,4534,55730,小牛在线,xiaoniu88,normal,223,25775,362,741,8.84,9.62,6.14,9.4,11.47,1066.29,5335.59,385.47,5461.88,5133.23,0.44,0.79,1.54,2.51,
xiaoniu88_2017-09-30,民营系,2017-09-30,92878,93,5780,59898,小牛在线,xiaoniu88,normal,223,18188,651,1254,10.07,9.5,6.89,9.42,10.95,1195.32,4689.47,392.68,7050.31,6475.11,0.38,0.78,1.37,2.48,
xiaoniu88_2017-10-31,民营系,2017-10-31,79632,86,6237,51804,小牛在线,xiaoniu88,normal,223,18215,493,1265,10.03,9.35,7.37,9.94,11.01,3127.2,7307.29,370.01,7079.09,7786.12,0.37,0.79,1.38,2.49,
xiaoniu88_2017-11-30,民营系,2017-11-30,82918,98,6316,52899,小牛在线,xiaoniu88,normal,223,20171,530,1373,10.12,9.65,8.27,9.92,11.05,2126.06,7785.22,366.31,12649.66,6533.03,0.35,0.82,1.34,2.59,
xiaoniu88_2017-12-31,民营系,2017-12-31,69071,308,10840,60304,小牛在线,xiaoniu88,normal,223,19618,1010,2964,9.24,9.16,8.34,10.07,11.56,1134.59,1001204.96,450.79,2720435.29,1044238.39,0.3,1.02,1.22,2.74,
xiaoniu88_2018-01-31,民营系,2018-01-31,70342,172,10242,57603,小牛在线,xiaoniu88,normal,223,19686,1189,2794,9.46,9.43,10.58,9.54,11.03,773.91,1322018.98,533.34,3700450.59,1985031.01,0.28,2.09,1.13,3.76,
xiaoniu88_2018-02-28,民营系,2018-02-28,37267,75,7282,47133,小牛在线,xiaoniu88,normal,223,13775,1771,869,9.46,9.76,10.76,9.48,11.26,1566.26,633433.33,3417.37,3959405.95,2278919.39,0.28,2.42,1.14,4.12,
xiaoniu88_2018-03-31,民营系,2018-03-31,41269,109,9987,63030,小牛在线,xiaoniu88,normal,223,9771,2257,1879,9.05,10.02,10.53,9.23,11.07,1020.84,1510458.62,832.59,2418797.61,440090.61,0.26,2.36,1.01,4.02,
xiaoniu88_2018-04-30,民营系,2018-04-30,80531,58,7562,43523,小牛在线,xiaoniu88,normal,223,119356,16,898,9.89,7.88,8.08,8.73,10.79,509.98,4514.64,4857.94,2752.76,1066.29,0.23,1.91,0.86,3.68,
xiaoniu88_2018-05-31,民营系,2018-05-31,83138,26,4821,32145,小牛在线,xiaoniu88,normal,223,114398,3,298,9.98,7.59,7.82,8.8,10.23,875.66,843.4,1417.78,1596.76,969.99,0.27,1.65,0.94,3.61,
xiaoniu88_2018-06-30,民营系,2018-06-30,93785,72,5016,38377,小牛在线,xiaoniu88,normal,223,125985,5,488,9.98,7.81,7.9,8.62,9.82,1921.31,1269.63,2033.98,847.59,633.5,0.28,1.39,0.98,3.52,
xiaoniu88_2018-07-31,民营系,2018-07-31,89779,12,2246,23036,小牛在线,xiaoniu88,normal,223,89095,1,97,9.87,9.95,8.17,8.59,9.89,1836.38,1905.45,1269.81,1506.89,799.64,0.29,1.18,1.02,3.34,
niwodai_2017-08-31,民营系,2017-08-31,96104,91,4524,44736,你我贷,niwodai,normal,40,542596,49,655,10,10,10,10,11.36,47.55,27.22,76,91.18,60.98,0.02,1.02,0.1,3.15,
niwodai_2017-09-30,民营系,2017-09-30,86698,115,6278,48746,你我贷,niwodai,normal,40,711041,41,564,10,10,10,10,11.15,83.77,41.57,117.6,104.94,67.67,0.02,1.04,0.1,3.11,
niwodai_2017-10-31,民营系,2017-10-31,77938,178,7506,52305,你我贷,niwodai,normal,40,784566,47,759,10,10,10,10,11.09,16.77,15.99,73.4,147.14,58.79,0.02,1.1,0.09,3.12,
niwodai_2017-11-30,民营系,2017-11-30,74220,225,7263,52855,你我贷,niwodai,normal,40,730737,78,1147,10,10,10,10,11.12,21.8,34.82,80.44,95.27,44.4,0.02,1.11,0.09,3.17,
niwodai_2017-12-31,民营系,2017-12-31,67545,250,9016,54190,你我贷,niwodai,normal,40,543720,101,1310,10,10,10,8.78,10.83,104.87,18.65,48.52,73.26,64.38,0.02,1.12,0.08,3.19,
niwodai_2018-01-31,民营系,2018-01-31,83583,189,7951,63140,你我贷,niwodai,normal,40,460571,100,1026,0,10,10,9.47,10.45,0,0,0,81.6,105.59,0.02,1.03,0.08,3.04,
niwodai_2018-02-28,民营系,2018-02-28,74997,178,7490,51802,你我贷,niwodai,normal,40,404945,101,1081,0,0,0,9.46,10.55,0,0,0,30.57,55.94,0.01,1.01,0.07,3.04,
niwodai_2018-03-31,民营系,2018-03-31,96343,129,7572,65099,你我贷,niwodai,normal,40,424298,84,1086,0,0,0,8.77,10.38,0,0,0,5.84,142.92,0.01,0.94,0.07,2.83,
niwodai_2018-04-30,民营系,2018-04-30,114384,130,5771,49119,你我贷,niwodai,normal,40,288087,109,832,0,0,0,0,10.29,0,0,0,0,102.29,0.01,0.93,0.06,2.81,
niwodai_2018-05-31,民营系,2018-05-31,130224,149,7099,57475,你我贷,niwodai,normal,40,343687,60,975,0,0,0,0,10.24,0,0,0,0,116.89,0.01,0.87,0.06,2.7,
niwodai_2018-06-30,民营系,2018-06-30,140494,124,7333,54906,你我贷,niwodai,normal,40,360941,61,935,0,0,0,0,10.21,0,0,0,0,123.03,0.01,0.79,0.06,2.52,
niwodai_2018-07-31,民营系,2018-07-31,114033,160,6011,46548,你我贷,niwodai,normal,40,232363,109,1352,0,0,0,0,10.34,0,0,0,0,2115.39,0.01,0.77,0.06,2.53,
tuandai_2017-08-31,风投系,2017-08-31,93498,340,13066,71061,团贷网,tuandai,normal,91,39205,867,1166,9.22,9.22,9.36,8.77,10.69,1747.97,1104.32,4405.43,6024.64,499.33,2.26,0.97,6.96,3.29,
tuandai_2017-09-30,风投系,2017-09-30,106170,309,12740,74372,团贷网,tuandai,normal,91,37020,784,1406,9.29,9.19,9.31,8.7,10.7,1672.85,1348.53,5670.37,6008.21,552.2,1.91,0.82,5.95,2.63,
tuandai_2017-10-31,风投系,2017-10-31,124054,329,13717,78712,团贷网,tuandai,normal,91,32519,883,1277,9.59,9.2,9.33,9.02,10.72,1478.78,938.3,8312.77,6835.1,760.85,1.36,0.73,5.11,2.38,
tuandai_2017-11-30,风投系,2017-11-30,135044,271,12216,80996,团贷网,tuandai,normal,91,37571,877,1402,8.31,8.31,9.33,8.97,10.68,1834.27,1190.56,5164.76,5769.24,587.9,1.2,0.57,4.87,2.05,
tuandai_2017-12-31,风投系,2017-12-31,154074,147,8800,72869,团贷网,tuandai,normal,91,37545,565,1462,9.52,8.88,9.52,8.57,10.72,1888.03,917.22,4036.99,4443.24,335,1.04,0.6,3.85,2.05,
tuandai_2018-01-31,风投系,2018-01-31,151368,97,6121,61341,团贷网,tuandai,normal,91,43206,45,1102,7.13,7,10.52,8.51,10.76,1302.07,63.44,1128.61,243.15,123.77,0.83,0.54,1.96,1.8,
tuandai_2018-02-28,风投系,2018-02-28,134702,36,2629,33142,团贷网,tuandai,normal,91,20427,0,324,9.16,7.03,9.33,8.52,10.73,137.33,61.14,710.75,344.04,225.98,0.26,0.58,0.78,1.81,
tuandai_2018-03-31,风投系,2018-03-31,191389,11,1946,45708,团贷网,tuandai,normal,91,22302,2,372,8.82,7.02,9.91,8.54,10.82,128.78,184.63,508.97,328.12,73.49,0.24,0.52,0.62,1.72,
tuandai_2018-04-30,风投系,2018-04-30,201687,26,2559,39879,团贷网,tuandai,normal,91,22349,9,476,8.55,7.03,9.77,8.53,10.85,189.28,66.82,1707.41,69.15,10.02,0.18,0.53,0.54,1.68,
tuandai_2018-05-31,风投系,2018-05-31,205917,22,2885,40769,团贷网,tuandai,normal,91,22834,0,288,9.1,7.05,10.09,8.54,10.86,462.8,319.67,2057.75,174.82,62.3,0.15,0.49,0.44,1.6,
tuandai_2018-06-30,风投系,2018-06-30,210360,22,2694,42202,团贷网,tuandai,normal,91,21847,0,353,10.15,7.14,10.92,8.56,10.87,3398.6,1140.8,223.63,447.48,426.04,0.1,0.47,0.35,1.54,
tuandai_2018-07-31,风投系,2018-07-31,198979,22,1845,32782,团贷网,tuandai,normal,91,25948,13,379,7.63,7.82,9.36,8.94,10.97,26922.39,36419.42,62802.87,27779.38,42944.25,0.07,0.52,0.33,1.59,
edai_2017-08-31,风投系,2017-08-31,11279,926,5660,10704,宜贷网,edai,normal,942,3750,1076,2323,10.98,11.6,11.04,10.59,14.08,195.72,627.67,1025.43,1723.44,2379.2,1.23,10.15,4.14,16.21,
edai_2017-09-30,风投系,2017-09-30,11865,1135,6276,12204,宜贷网,edai,normal,942,3971,1170,2475,11.11,11.64,11.26,10.83,14.17,225.79,580.83,1004.3,1635.03,3088,1.03,10.08,3.37,16.91,
edai_2017-10-31,风投系,2017-10-31,11621,1074,6774,12579,宜贷网,edai,normal,942,4273,1286,1592,9.53,10.8,10.76,10.87,13.92,222.8,505.02,1004.77,1565.11,1497.38,2,8.59,5.38,15.52,
edai_2017-11-30,风投系,2017-11-30,12466,1193,7466,13217,宜贷网,edai,normal,942,5050,1354,1611,9.97,10.98,11.1,11.01,13.8,229.79,506.89,1002.51,1297.07,1244.72,1.64,7.24,4.7,12.74,
edai_2017-12-31,风投系,2017-12-31,11202,784,6733,13402,宜贷网,edai,normal,942,5444,1115,1788,10.06,10.78,10.97,10.63,13.72,269.84,451.2,1043.9,863.2,1236.92,1.36,6.56,3.02,11.99,
edai_2018-01-31,风投系,2018-01-31,13387,327,6770,15663,宜贷网,edai,normal,942,5659,816,2234,10.72,10.89,10.87,10.74,13.64,312.48,591.49,1576.98,978.39,1095.35,0.6,6.24,1.46,11.86,
edai_2018-02-28,风投系,2018-02-28,10561,398,6798,14819,宜贷网,edai,normal,942,4184,836,1672,11.25,11.02,10.83,11.03,13.77,353.8,591.62,1316.69,873.47,660.19,0.24,6.03,1.02,11.74,
edai_2018-03-31,风投系,2018-03-31,12191,299,5847,15652,宜贷网,edai,normal,942,4417,569,1789,9.12,9.36,9.67,10.06,12.58,426.03,500.9,1394.8,784.62,4.8,0.24,5.53,1.02,11.05,
edai_2018-04-30,风投系,2018-04-30,15132,279,6128,16539,宜贷网,edai,normal,942,5454,537,2141,9.83,9.89,9.91,10.08,13.19,441.75,675.45,1647.03,1022.37,339.19,0.21,4.78,0.95,9.86,
edai_2018-05-31,风投系,2018-05-31,12850,324,6392,16082,宜贷网,edai,normal,942,5947,628,1984,10.3,10.47,10.42,10.31,13.52,452.08,566.79,1986.13,862.52,396.17,0.2,4.36,0.91,9.27,
edai_2018-06-30,风投系,2018-06-30,10507,287,5840,15004,宜贷网,edai,normal,942,4187,673,1831,10.42,10.42,10.2,10.17,13.26,466.97,531.73,1649.41,815.3,60.58,0.21,4.26,0.94,9.18,
edai_2018-07-31,风投系,2018-07-31,11176,264,5425,14235,宜贷网,edai,normal,942,6536,612,2047,13.11,13.48,14.09,13.52,15.22,785.68,1599.89,3893.38,2784.63,73.61,0.21,4.16,0.98,9.06,
2140_2017-08-31,,2017-08-31,2226,45,597,1781,轻易贷,2140,normal,2140,9520,25,1222,8.1,8.1,0,8.62,9.01,0.07,0.55,0,0.87,57.81,12.96,64.47,15.33,69.2,
2140_2017-09-30,,2017-09-30,4797,59,1157,3761,轻易贷,2140,normal,2140,33028,32,2010,8.1,0,0,8.62,9.02,0.13,0,0,1.47,184.18,6.22,70.88,7.95,73.97,
2140_2017-10-31,,2017-10-31,5701,97,2426,5385,轻易贷,2140,normal,2140,34746,32,2005,8.1,8.1,0,8.62,9.02,0.31,0.32,0,1.63,378.3,3.78,63.35,5.61,66.81,
2140_2017-11-30,,2017-11-30,8499,145,3634,7712,轻易贷,2140,normal,2140,38144,31,1806,8.1,0,0,8.62,9.02,0.76,0,0,1.98,263.68,2.15,51.25,3.87,56.17,
2140_2017-12-31,,2017-12-31,26428,253,7971,19124,轻易贷,2140,normal,2140,57689,63,2647,8.1,0,0,8.62,8.97,0.55,0,0,1.5,111.4,1.95,40.02,2.88,44.16,
2140_2018-01-31,,2018-01-31,17855,213,4787,12231,轻易贷,2140,normal,2140,39518,2,2576,8.1,8.1,0,8.62,8.83,0.46,0.66,0,0.37,1230.51,0.2,39.59,0.72,43.43,
2140_2018-02-28,,2018-02-28,26382,157,4142,14012,轻易贷,2140,normal,2140,39227,0,1827,8.1,8.1,0,8.62,9.02,0.99,0.4,0,0.49,188.57,0.12,39.33,0.58,42.67,
2140_2018-03-31,,2018-03-31,11957,143,2709,10410,轻易贷,2140,normal,2140,35830,0,2407,8.1,8.1,0,8.62,9.02,0.39,0.35,0,0.24,106.53,0.12,41.04,0.57,44.7,
2140_2018-04-30,,2018-04-30,13818,98,2519,10733,轻易贷,2140,normal,2140,30463,0,2705,8.1,0,0,8.62,9.02,6.37,0,0,3.9,556.14,0.12,46.19,0.55,49.28,
2140_2018-05-31,,2018-05-31,10451,141,2537,7025,轻易贷,2140,normal,2140,26412,6,2269,8.1,8.1,0,8.62,9.02,0.61,0.02,0,18.67,189.26,0.14,46.54,0.57,49.91,
2140_2018-06-30,,2018-06-30,8046,114,1926,6513,轻易贷,2140,normal,2140,24940,16,2769,8.1,8.37,9.02,8.62,9.02,4.11,108.07,382.85,0.19,320.77,0.12,53.87,0.59,57.19,
2140_2018-07-31,,2018-07-31,14624,130,3908,21041,轻易贷,2140,normal,2140,31820,15,2923,8.1,8.1,9.02,8.7,9.02,18.48,20.4,13.01,16.72,30.79,0.13,54.16,0.58,57.62,
1309_2017-08-31,风投系,2017-08-31,55769,83,3724,28908,小赢网金,1309,normal,1309,399147,11,61,5.45,5.85,5.8,6.25,7.94,198.28,164.13,42.16,65.01,209.01,1.65,40.02,1.78,43.31,
1309_2017-09-30,风投系,2017-09-30,54091,138,5288,31839,小赢网金,1309,normal,1309,401936,15,126,5.56,6,6.01,6.26,8.02,1134.24,28.33,48.79,129.94,254.15,1.07,35.15,1.17,38.6,
1309_2017-10-31,风投系,2017-10-31,54836,79,3939,27661,小赢网金,1309,normal,1309,268174,9,37,5.61,5.94,6.28,6.21,7.99,30.36,4.88,101.81,385.37,136.12,0.69,33.87,0.79,37.42,
1309_2017-11-30,风投系,2017-11-30,56369,126,5108,33497,小赢网金,1309,normal,1309,443899,7,40,5.57,6.01,6.29,6.35,7.99,30.21,116.02,65.34,210.22,300.47,0.54,31.26,0.62,34.7,
1309_2017-12-31,风投系,2017-12-31,59738,71,3620,29470,小赢网金,1309,normal,1309,240706,3,38,5.55,6.3,5.8,6.2,7.96,398.61,26.26,80.62,1852.9,2966.86,0.44,29.28,0.52,32.6,
1309_2018-01-31,风投系,2018-01-31,63545,87,5142,37456,小赢网金,1309,normal,1309,221506,4,38,5.55,6,0,6.26,7.98,1270.8,15.38,0,874.46,1849.71,0.36,24.44,0.43,27.6,
